race_id,combo,amount
143009,1-3-5,890
143010,3-4-5,2570
143011,2-3-1,8200
143012,3-1-5,8160
143013,4-3-5,19230
143014,1-2-4,2480
143015,6-2-4,3020
143016,1-2-3,460
143017,2-1-4,5390
143018,3-4-5,38480
143019,1-5-2,3190
143020,1-3-6,4190
142973,1-2-4,1030
142974,2-3-4,1320
142975,1-4-2,1500
142976,6-2-4,3200
142977,1-2-5,590
142978,1-2-4,2950
142979,1-2-5,510
142980,1-3-2,480
142981,1-6-2,1490
142982,1-2-4,1350
142983,1-3-5,1030
142984,2-3-1,8920
143057,1-5-6,16860
143058,3-5-2,26210
143059,1-3-5,2030
143060,1-2-5,770
143061,3-1-4,4450
143062,1-4-6,4550
143063,1-2-6,2970
143064,1-4-3,1150
143065,1-3-4,820
143066,3-1-5,9580
143067,1-2-6,3120
143068,1-4-5,2740
143021,1-3-5,900
143022,4-3-5,2380
143023,5-6-4,37860
143024,3-1-2,1710
143025,2-4-3,8860
143026,4-1-5,7600
143027,1-4-6,810
143028,3-2-5,4380
143029,1-5-3,640
143030,1-6-3,2080
143031,1-4-3,1750
143032,1-6-3,5930
142985,3-1-4,2660
142986,3-1-5,3360
142987,1-6-4,44140
142988,2-5-1,9970
142989,2-1-4,3130
142990,1-2-4,420
142991,4-1-2,14460
142992,1-3-2,2710
142993,1-2-4,850
142994,1-4-5,3360
142995,1-2-3,880
142996,1-2-5,1490
142961,5-1-6,10420
142962,2-1-6,6190
142963,2-3-4,7470
142964,4-1-3,2610
142965,5-2-1,16970
142966,1-3-2,2410
142967,5-2-1,3900
142968,1-3-2,800
142969,1-3-5,1330
142970,1-2-3,800
142971,4-1-3,9310
142972,1-4-2,1330
142937,4-1-2,2560
142938,1-4-2,2060
142939,1-2-4,1830
142940,5-1-3,20770
142941,1-3-2,2280
142942,1-2-4,1180
142943,1-3-4,570
142944,1-2-3,2690
142945,1-6-5,6550
142946,1-2-3,400
142947,3-1-6,4300
142948,3-4-6,12280
142949,1-5-6,2010
142950,2-1-3,1220
142951,1-3-6,7390
142952,6-3-5,36800
142953,2-1-4,1470
142954,4-5-6,7280
142955,5-1-6,6040
142956,3-2-4,3770
142957,4-5-1,3830
142958,3-4-2,8990
142959,1-2-4,840
142960,1-2-5,1300
143045,1-3-5,880
143046,1-4-2,930
143047,1-3-5,360
143048,1-2-3,3430
143049,3-1-5,2700
143050,6-2-5,4650
143051,1-5-2,1820
143052,6-1-2,1320
143053,1-5-2,690
143054,1-5-6,730
143055,1-2-6,1610
143056,1-4-6,2530
143033,2-1-5,9660
143034,1-2-6,2710
143035,2-1-3,1050
143036,1-3-2,1500
143037,1-2-4,480
143038,1-4-2,5070
143039,1-3-4,1460
143040,1-2-3,360
143041,2-1-4,1360
143042,3-2-5,14020
143043,1-3-4,590
143044,1-3-2,590
142997,4-5-2,18400
142998,3-4-1,11910
142999,1-3-5,950
143000,3-1-4,9490
143001,2-1-4,3950
143002,5-3-6,2220
143003,1-6-3,1900
143004,5-4-1,6180
143005,1-2-3,1180
143006,1-2-4,780
143007,1-2-3,460
143008,3-1-5,3500
