race_id,combo,amount
144281,1-5-6,1910
144282,5-2-4,58870
144283,3-1-4,2560
144284,1-2-5,1710
144285,1-2-3,1830
144286,3-6-2,10100
144287,3-1-4,12670
144288,1-3-5,2540
144289,4-2-5,5400
144290,1-4-2,7730
144291,2-5-4,2870
144292,1-5-6,9950
144341,2-1-4,1040
144342,3-1-4,10290
144343,1-2-5,1180
144344,3-6-1,2980
144345,1-3-4,550
144346,2-3-1,3010
144347,4-1-5,10000
144348,1-2-3,360
144349,1-2-4,910
144350,1-2-3,540
144351,3-2-1,15310
144352,2-1-4,2470
144305,2-3-6,20840
144306,2-5-3,8460
144307,4-5-1,1470
144308,3-6-1,2550
144309,6-1-3,14620
144310,2-3-4,2990
144311,3-5-2,2220
144312,1-2-5,4620
144313,3-4-6,3830
144314,1-2-4,990
144315,3-4-6,10560
144316,1-4-5,1920
144221,4-1-5,1810
144222,1-3-4,510
144223,1-5-4,6340
144224,3-4-2,4050
144225,1-4-6,5390
144226,1-3-6,1680
144227,5-3-1,8330
144228,1-3-6,2140
144229,1-2-4,830
144230,6-2-5,95900
144231,3-4-2,8360
144232,1-4-2,2000
144317,1-3-4,860
144318,3-5-1,4700
144319,4-1-5,2390
144320,4-1-6,14420
144321,1-3-5,1300
144322,1-6-5,11460
144323,3-4-1,44860
144324,1-4-2,650
144325,3-5-2,4660
144326,4-3-2,18210
144327,1-4-5,2510
144328,1-4-6,11520
144257,2-3-1,4640
144258,2-3-6,7620
144259,1-5-2,1820
144260,2-3-4,1820
144261,2-5-1,930
144262,1-6-4,3910
144263,4-2-5,3390
144264,2-3-6,490
144265,1-2-5,670
144266,1-3-2,1450
144267,1-4-3,950
144268,1-6-3,7680
144329,4-3-6,89750
144330,1-3-2,1830
144331,2-1-3,1610
144332,1-2-5,940
144333,1-2-4,1110
144334,6-4-1,15350
144335,2-1-4,3180
144336,1-2-4,590
144337,1-2-5,700
144338,2-1-3,16230
144339,1-2-3,620
144340,1-3-2,1010
144209,2-1-3,3520
144210,6-1-2,2430
144211,2-1-4,1580
144212,4-3-1,4000
144213,4-1-3,2410
144214,3-1-5,2950
144215,1-6-2,4140
144216,3-1-5,4550
144217,1-2-3,1200
144218,3-1-6,15960
144219,1-2-5,850
144220,1-2-6,870
144269,1-4-6,840
144270,4-5-1,4420
144271,5-4-2,2240
144272,2-1-3,2400
144273,1-3-5,1920
144274,2-1-3,2650
144275,1-6-4,37520
144276,3-2-1,7520
144277,1-5-6,5330
144278,6-4-2,24320
144279,1-2-4,710
144280,1-2-3,650
144233,1-4-2,5470
144234,1-2-3,850
144235,5-3-4,5920
144236,3-1-4,8500
144237,1-2-5,10470
144238,3-2-6,2450
144239,6-5-2,13860
144240,3-6-1,42860
144241,1-2-3,730
144242,1-6-4,14880
144243,4-3-1,2180
144244,1-3-5,1030
144293,2-5-6,4110
144294,1-3-2,1620
144295,2-3-5,3930
144296,3-2-1,4030
144297,1-4-2,1930
144298,1-4-2,970
144299,4-1-2,2820
144300,1-2-3,1150
144301,1-2-5,830
144302,2-1-3,2060
144303,1-5-6,3290
144304,5-4-3,128880
144377,1-6-4,5420
144378,3-2-4,4430
144379,3-4-1,2930
144380,2-1-3,2060
144381,3-5-4,31720
144382,1-2-5,490
144383,3-1-4,4780
144384,1-4-2,420
144385,5-2-1,10430
144386,1-5-4,4120
144387,1-3-4,1730
144388,1-2-3,640
144365,1-3-2,880
144366,1-3-4,1550
144367,1-5-3,800
144368,1-2-3,570
144369,1-4-5,15510
144370,1-4-3,880
144371,4-6-1,2660
144372,2-3-6,2350
144373,2-6-1,13120
144374,4-1-5,5400
144375,1-4-3,2550
144376,1-2-5,1570
144353,4-2-5,5000
144354,1-4-5,3930
144355,2-1-5,2690
144356,1-2-4,2070
144357,1-2-3,890
144358,1-3-6,650
144359,1-5-2,2570
144360,2-1-3,3040
144361,1-2-3,550
144362,1-2-4,650
144363,1-2-6,2710
144364,4-3-5,27510
144245,1-5-4,13230
144246,1-6-3,16050
144247,2-1-3,980
144248,4-5-2,2920
144249,1-4-2,1150
144250,1-5-3,1170
144251,1-4-2,1420
144252,1-2-3,870
144253,1-4-6,1290
144254,1-6-3,9570
144255,1-3-4,460
144256,1-4-5,1260
