race_id,combo,odds
148733,1-2-3,15.7
148733,2-1-3,37.2
148733,3-1-2,23.1
148733,4-1-2,141.7
148733,5-1-2,589.3
148733,6-1-2,217.4
148733,1-2-4,30.6
148733,2-1-4,72.5
148733,3-1-4,15.1
148733,4-1-3,69.3
148733,5-1-3,545.4
148733,6-1-3,106.6
148733,1-2-5,114.1
148733,2-1-5,264.5
148733,3-1-5,71.2
148733,4-1-5,309.8
148733,5-1-4,754.3
148733,6-1-4,220.7
148733,1-2-6,35.2
148733,2-1-6,69.9
148733,3-1-6,15.6
148733,4-1-6,88.9
148733,5-1-6,643.9
148733,6-1-5,851.6
148733,1-3-2,14.5
148733,2-3-1,66.4
148733,3-2-1,42.6
148733,4-2-1,199.4
148733,5-2-1,809.8
148733,6-2-1,325.9
148733,1-3-4,11.7
148733,2-3-4,102.3
148733,3-2-4,58.3
148733,4-2-3,214.9
148733,5-2-3,741.5
148733,6-2-3,257.3
148733,1-3-5,67
148733,2-3-5,256.3
148733,3-2-5,175.7
148733,4-2-5,683.9
148733,5-2-4,1178
148733,6-2-4,594.6
148733,1-3-6,14.6
148733,2-3-6,95.7
148733,3-2-6,56.9
148733,4-2-6,223.7
148733,5-2-6,1047
148733,6-2-5,1168
148733,1-4-2,48.6
148733,2-4-1,154.7
148733,3-4-1,25.2
148733,4-3-1,72
148733,5-3-1,680.4
148733,6-3-1,113.1
148733,1-4-3,26.6
148733,2-4-3,176.4
148733,3-4-2,56.4
148733,4-3-2,165.6
148733,5-3-2,970.6
148733,6-3-2,213.5
148733,1-4-5,150.3
148733,2-4-5,571.4
148733,3-4-5,107.9
148733,4-3-5,340.2
148733,5-3-4,1056
148733,6-3-4,123.7
148733,1-4-6,42.9
148733,2-4-6,204.3
148733,3-4-6,21.3
148733,4-3-6,70.8
148733,5-3-6,851.6
148733,6-3-5,634.6
148733,1-5-2,280.8
148733,2-5-1,547.7
148733,3-5-1,172.1
148733,4-5-1,605.5
148733,5-4-1,897.9
148733,6-4-1,305.5
148733,1-5-3,234.4
148733,2-5-3,643.9
148733,3-5-2,295.9
148733,4-5-2,758.6
148733,5-4-2,1281
148733,6-4-2,538.7
148733,1-5-4,330.8
148733,2-5-4,857.1
148733,3-5-4,201.5
148733,4-5-3,687.5
148733,5-4-3,1082
148733,6-4-3,152
148733,1-5-6,361.6
148733,2-5-6,721.3
148733,3-5-6,191.5
148733,4-5-6,513.6
148733,5-4-6,929.6
148733,6-4-5,1109
148733,1-6-2,82.1
148733,2-6-1,203.3
148733,3-6-1,36
148733,4-6-1,123.2
148733,5-6-1,1137
148733,6-5-1,1281
148733,1-6-3,44.5
148733,2-6-3,219.2
148733,3-6-2,74.3
148733,4-6-2,209.1
148733,5-6-2,1257
148733,6-5-2,1736
148733,1-6-4,74.9
148733,2-6-4,325.1
148733,3-6-4,31.5
148733,4-6-3,92.5
148733,5-6-3,1064
148733,6-5-3,1073
148733,1-6-5,324.3
148733,2-6-5,790.4
148733,3-6-5,170.7
148733,4-6-5,456.7
148733,5-6-4,1257
148733,6-5-4,1590
148734,1-2-3,30.3
148734,2-1-3,20.5
148734,3-1-2,76.3
148734,4-1-2,132.9
148734,5-1-2,99.9
148734,6-1-2,109.8
148734,1-2-4,57.6
148734,2-1-4,45.7
148734,3-1-4,181.8
148734,4-1-3,218.2
148734,5-1-3,146.1
148734,6-1-3,123.9
148734,1-2-5,46.5
148734,2-1-5,21.5
148734,3-1-5,127.1
148734,4-1-5,131.7
148734,5-1-4,189.2
148734,6-1-4,211.7
148734,1-2-6,80.5
148734,2-1-6,54.5
148734,3-1-6,157.7
148734,4-1-6,164.7
148734,5-1-6,140.3
148734,6-1-5,185.4
148734,1-3-2,54
148734,2-3-1,30.2
148734,3-2-1,72.3
148734,4-2-1,138.3
148734,5-2-1,76.7
148734,6-2-1,91.4
148734,1-3-4,110.7
148734,2-3-4,39.6
148734,3-2-4,86.8
148734,4-2-3,126.6
148734,5-2-3,47.6
148734,6-2-3,74.9
148734,1-3-5,94.1
148734,2-3-5,19.5
148734,3-2-5,48
148734,4-2-5,75.4
148734,5-2-4,83.3
148734,6-2-4,122.6
148734,1-3-6,120.1
148734,2-3-6,37.6
148734,3-2-6,66.2
148734,4-2-6,112.1
148734,5-2-6,57.4
148734,6-2-5,83.4
148734,1-4-2,106.8
