race_id,rank,lane
144797,1,1
144797,2,4
144797,3,5
144798,1,2
144798,2,4
144798,3,1
144799,1,1
144799,2,2
144799,3,3
144800,1,1
144800,2,4
144800,3,5
144801,1,3
144801,2,4
144801,3,6
144802,1,1
144802,2,6
144802,3,4
144803,1,1
144803,2,4
144803,3,5
144804,1,3
144804,2,1
144804,3,4
144805,1,2
144805,2,1
144805,3,3
144806,1,1
144806,2,5
144806,3,2
144807,1,5
144807,2,2
144807,3,4
144808,1,1
144808,2,6
144808,3,3
144845,1,5
144845,2,2
144845,3,1
144846,1,5
144846,2,1
144846,3,6
144847,1,1
144847,2,3
144847,3,4
144848,1,1
144848,2,2
144848,3,4
144849,1,4
144849,2,1
144849,3,2
144850,1,4
144850,2,5
144850,3,2
144851,1,1
144851,2,5
144851,3,2
144852,1,2
144852,2,4
144852,3,3
144853,1,1
144853,2,5
144853,3,4
144854,1,1
144854,2,5
144854,3,3
144855,1,1
144855,2,2
144855,3,3
144856,1,2
144856,2,3
144856,3,6
144821,1,2
144821,2,6
144821,3,3
144822,1,5
144822,2,1
144822,3,4
144823,1,3
144823,2,5
144823,3,1
144824,1,6
144824,2,1
144824,3,5
144825,1,1
144825,2,5
144825,3,6
144826,1,3
144826,2,1
144826,3,4
144827,1,2
144827,2,3
144827,3,4
144828,1,3
144828,2,5
144828,3,4
144829,1,1
144829,2,3
144829,3,4
144830,1,1
144830,2,2
144830,3,5
144831,1,1
144831,2,3
144831,3,2
144832,1,5
144832,2,1
144832,3,6
144773,1,1
144773,2,3
144773,3,5
144774,1,6
144774,2,1
144774,3,2
144775,1,2
144775,2,3
144775,3,1
144776,1,2
144776,2,3
144776,3,5
144777,1,2
144777,2,1
144777,3,3
144778,1,1
144778,2,2
144778,3,4
144779,1,3
144779,2,4
144779,3,5
144780,1,1
144780,2,2
144780,3,4
144781,1,1
144781,2,2
144781,3,6
144782,1,1
144782,2,3
144782,3,6
144783,1,1
144783,2,4
144783,3,2
144784,1,4
144784,2,1
144784,3,3
144737,1,1
144737,2,3
144737,3,4
144738,1,3
144738,2,4
144738,3,5
144739,1,2
144739,2,3
144739,3,5
144740,1,1
144740,2,2
144740,3,5
144741,1,5
144741,2,6
144741,3,2
144742,1,3
144742,2,6
144742,3,1
144742,3,2
144743,1,1
144743,2,2
144743,3,3
144744,1,4
144744,2,1
144744,3,5
144745,1,1
144745,2,5
144745,3,4
144746,1,5
144746,2,1
144746,3,4
144747,1,1
144747,2,3
