race_id,rank,lane
143455,3,4
143456,1,1
143456,2,2
143456,3,3
143457,1,6
143457,2,5
143457,3,1
143458,1,5
143458,2,3
143458,3,6
143459,1,2
143459,2,5
143459,3,1
143460,1,6
143460,2,2
143460,3,1
143461,1,1
143461,2,2
143461,3,4
143462,1,1
143462,2,3
143462,3,2
143463,1,1
143463,2,2
143463,3,6
143464,1,1
143464,2,2
143464,3,4
143441,1,4
143441,2,1
143441,3,3
143442,1,1
143442,2,2
143442,3,4
143443,1,1
143443,2,4
143443,3,3
143444,1,2
143444,2,4
143444,3,3
143445,1,1
143445,2,3
143445,3,2
143446,1,1
143446,2,4
143446,3,2
143447,1,1
143447,2,5
143447,3,4
143448,1,1
143448,2,2
143448,3,3
143449,1,1
143449,2,4
143449,3,5
143450,1,1
143450,2,3
143450,3,2
143451,1,1
143451,2,2
143451,3,3
143452,1,1
143452,2,3
143452,3,2
143405,1,1
143405,2,4
143405,3,5
143406,1,1
143406,2,3
143406,3,2
143407,1,3
143407,2,2
143407,3,6
143408,1,1
143408,2,2
143408,3,5
143409,1,1
143409,2,2
143409,3,3
143410,1,6
143410,2,1
143410,3,2
143411,1,1
143411,2,4
143411,3,5
143412,1,2
143412,2,4
143412,3,5
143413,1,1
143413,2,4
143413,3,3
143414,1,2
143414,2,6
143414,3,3
143415,1,1
143415,2,4
143415,3,2
143416,1,1
143416,2,2
143416,3,4
