race_id,rank,lane
143381,1,3
143381,2,4
143381,3,1
143382,1,3
143382,2,1
143382,3,2
143383,1,3
143383,2,1
143383,3,6
143384,1,3
143384,2,4
143384,3,1
143385,1,1
143385,2,3
143385,3,2
143386,1,1
143386,2,6
143386,3,2
143387,1,4
143387,2,2
143387,3,3
143388,1,1
143388,2,5
143388,3,3
143389,1,2
143389,2,4
143389,3,1
143390,1,1
143390,2,4
143390,3,3
143391,1,1
143391,2,2
143391,3,4
143392,1,3
143392,2,4
143392,3,2
143417,1,1
143417,2,3
143417,3,2
143418,1,4
143418,2,2
143418,3,1
143419,1,2
143419,2,4
143419,3,1
143420,1,1
143420,2,4
143420,3,2
143421,1,1
143421,2,3
143421,3,4
143422,1,3
143422,2,1
143422,3,6
143423,1,1
143423,2,3
143423,3,5
143424,1,1
143424,2,5
143424,3,3
143425,1,1
143425,2,3
143425,3,6
143426,1,1
143426,2,3
143426,3,2
143427,1,1
143427,2,3
143427,3,2
143428,1,1
143428,2,3
143428,3,4
143357,1,2
143357,2,3
143357,3,4
143358,1,3
143358,2,4
143358,3,1
143359,1,1
143359,2,4
143359,3,2
143360,1,3
143360,2,2
143360,3,5
143361,1,3
143361,2,2
143361,3,4
143362,1,1
143362,2,5
143362,3,6
143363,1,1
143363,2,2
143363,3,5
143364,1,1
143364,2,2
143364,3,3
143365,1,1
143365,2,4
143365,3,6
143366,1,1
143366,2,2
143366,3,3
143367,1,1
143367,2,4
143367,3,2
143368,1,1
143368,2,3
143368,3,4
143465,1,2
143465,2,3
143465,3,4
143466,1,1
143466,2,4
143466,3,5
143467,1,4
143467,2,6
143467,3,3
143468,1,4
143468,2,1
143468,3,6
143469,1,1
143469,2,5
143469,3,3
143470,1,2
143470,2,5
143470,3,4
143471,1,2
143471,2,3
143471,3,1
143472,1,1
143472,2,6
143472,3,5
143473,1,1
143473,2,2
143473,3,3
143474,1,2
143474,2,3
143474,3,1
143475,1,1
143475,2,3
143475,3,2
143476,1,1
143476,2,6
143476,3,3
143429,1,3
143429,2,2
143429,3,6
143430,1,3
143430,2,4
143430,3,2
143431,1,1
143431,2,2
143431,3,5
143432,1,2
143432,2,1
143432,3,5
143433,1,1
143433,2,5
143433,3,3
143434,1,2
143434,2,1
143434,3,4
143435,1,1
143435,2,4
143435,3,6
143436,1,1
143436,2,6
143436,3,2
143437,1,1
143437,2,4
143437,3,3
143438,1,2
143438,2,1
143438,3,3
143439,1,1
143439,2,4
143439,3,2
143440,1,1
143440,2,4
143440,3,3
143393,1,1
143393,2,5
143393,3,3
143394,1,2
143394,2,3
143394,3,4
143395,1,2
143395,2,1
143395,3,6
143396,1,2
143396,2,3
143396,3,4
143397,1,4
143397,2,5
143397,3,6
143398,1,4
143398,2,5
143398,3,1
143399,1,1
143399,2,4
143399,3,3
143400,1,4
143400,2,6
143400,3,2
143401,1,1
143401,2,4
143401,3,2
143402,1,3
143402,2,4
143402,3,2
143403,1,1
143403,2,2
143403,3,5
143404,1,1
143404,2,6
143404,3,3
143333,1,1
143333,2,3
143333,3,4
143334,1,1
143334,2,3
143334,3,2
143335,1,6
143335,2,3
143335,3,5
143336,1,2
143336,2,3
143336,3,5
143337,1,4
143337,2,5
143337,3,6
143338,1,2
143338,2,1
143338,3,3
143339,1,1
143339,2,2
143339,3,5
143340,1,2
143340,2,5
143340,3,6
143341,1,1
143341,2,2
143341,3,6
143342,1,1
143342,2,6
143342,3,2
143343,1,1
143343,2,4
143343,3,2
143344,1,3
143344,2,2
143344,3,1
143345,1,1
143345,2,6
143345,3,2
143346,1,1
143346,2,5
143346,3,6
143347,1,3
143347,2,2
143347,3,6
143348,1,2
143348,2,4
143348,3,1
143349,1,4
143349,2,3
143349,3,1
143350,1,4
143350,2,1
143350,3,2
143351,1,2
143351,2,6
143351,3,1
143352,1,4
143352,2,1
143352,3,6
143353,1,3
143353,2,4
143353,3,2
143354,1,3
143354,2,1
143354,3,6
143355,1,1
143355,2,2
143355,3,4
143356,1,3
143356,2,1
143356,3,4
143369,1,1
143369,2,4
143369,3,5
143370,1,1
143370,2,4
143370,3,5
143371,1,1
143371,2,2
143371,3,4
143372,1,6
143372,2,5
143372,3,4
143373,1,6
143373,2,1
143373,3,5
143374,1,2
143374,2,3
143374,3,5
143375,1,3
143375,2,5
143375,3,2
143376,1,1
143376,2,3
143376,3,5
143377,1,4
143377,2,3
143377,3,1
143378,1,1
143378,2,3
143378,3,6
143379,1,1
143379,2,2
143379,3,6
143380,1,5
143380,2,6
143380,3,1
143453,1,1
143453,2,3
143453,3,6
143454,1,1
143454,2,4
143454,3,2
143455,1,1
143455,2,5
