race_id,rank,lane
149189,1,1
149189,2,2
149189,3,4
149190,1,1
149190,2,2
149190,3,3
149191,1,1
149191,2,3
149191,3,5
149192,1,5
149192,2,6
149192,3,2
149193,1,2
149193,2,1
149193,3,6
149194,1,3
149194,2,2
149194,3,5
149195,1,5
149195,2,2
149195,3,6
149196,1,1
149196,2,4
149196,3,5
149197,1,1
149197,2,3
149197,3,4
149198,1,1
149198,2,4
149198,3,2
149199,1,1
149199,2,4
149199,3,3
149200,1,1
149200,2,4
149200,3,2
149237,1,4
149237,2,5
149237,3,3
149238,1,1
149238,2,4
149238,3,5
149239,1,1
149239,2,5
149239,3,4
149240,1,1
149240,2,4
149240,3,6
149241,1,6
149241,2,1
149241,3,5
149242,1,3
149242,2,5
149242,3,6
149243,1,1
149243,2,2
149243,3,3
149244,1,3
149244,2,1
149244,3,5
149245,1,1
149245,2,3
149245,3,6
149246,1,2
149246,2,6
149246,3,4
149247,1,1
149247,2,2
149247,3,4
149248,1,1
149248,2,4
149248,3,6
149201,1,1
149201,2,2
149201,3,5
149202,1,1
149202,2,3
149202,3,2
149203,1,3
149203,2,1
149203,3,5
149204,1,4
149204,2,1
149204,3,6
149205,1,4
149205,2,6
149205,3,2
149206,1,1
149206,2,4
149206,3,2
149207,1,3
149207,2,5
149207,3,2
149208,1,3
149208,2,4
149208,3,1
149209,1,1
149209,2,3
149209,3,4
149210,1,2
149210,2,1
149210,3,4
149211,1,1
149211,2,2
149211,3,3
149212,1,1
149212,2,6
149212,3,2
149249,1,1
149249,2,4
149249,3,6
149250,1,1
149250,2,5
149250,3,6
149251,1,2
149251,2,1
149251,3,3
149252,1,4
149252,2,3
149252,3,5
149253,1,1
149253,2,4
149253,3,2
149254,1,3
149254,2,5
149254,3,4
149255,1,2
149255,2,3
149255,3,4
149256,1,6
149256,2,5
149256,3,4
149257,1,1
149257,2,2
149257,3,4
149258,1,4
149258,2,5
149258,3,1
149259,1,1
149259,2,6
149259,3,2
149260,1,2
149260,2,4
149260,3,3
149273,1,2
149273,2,4
149273,3,1
149274,1,3
149274,2,1
149274,3,2
149275,1,1
149275,2,4
149275,3,6
149276,1,1
149276,2,2
149276,3,6
149277,1,5
149277,2,1
149277,3,6
149278,1,2
149278,2,3
149278,3,6
149279,1,5
149279,2,2
149279,3,4
149280,1,4
149280,2,2
149280,3,1
149281,1,1
149281,2,4
149281,3,5
149282,1,1
149282,2,4
149282,3,2
149283,1,4
149283,2,2
149283,3,3
149284,1,5
149284,2,2
149284,3,1
149165,1,6
149165,2,2
149165,3,1
149166,1,4
149166,2,5
149166,3,1
149167,1,1
149167,2,3
149167,3,4
149168,1,4
149168,2,1
149168,3,2
149169,1,3
149169,2,2
149169,3,4
149170,1,1
149170,2,5
149170,3,4
149171,1,1
149171,2,3
149171,3,4
149172,1,4
149172,2,5
149172,3,6
149173,1,1
149173,2,4
149173,3,2
149174,1,1
149174,2,3
149174,3,4
149175,1,1
149175,2,3
149175,3,2
149176,1,1
149176,2,2
149176,3,4
149285,1,1
149285,2,3
149285,3,4
149286,1,1
149286,2,2
149286,3,4
149287,1,3
149287,2,1
149287,3,4
149288,1,4
149288,2,5
149288,3,6
149289,1,1
149289,2,6
149289,3,3
149290,1,3
149290,2,4
149290,3,5
149291,1,4
149291,2,1
149291,3,6
149292,1,5
149292,2,1
149292,3,6
149293,1,2
149293,2,1
149293,3,5
149294,1,1
149294,2,3
149294,3,5
149295,1,1
149295,2,4
149295,3,2
149296,1,1
149296,2,4
149296,3,2
149261,1,4
149261,2,1
149261,3,3
149262,1,4
149262,2,1
149262,3,2
149263,1,3
149263,2,1
149263,3,2
149264,1,5
149264,2,2
149264,3,1
149265,1,1
149265,2,2
149265,3,3
149266,1,2
149266,2,1
149266,3,6
149267,1,1
149267,2,2
149267,3,3
149268,1,2
149268,2,1
149268,3,3
149269,1,1
149269,2,4
149269,3,3
149270,1,2
149270,2,3
149270,3,5
149271,1,1
149271,2,3
149271,3,5
149272,1,1
149272,2,6
149272,3,2
149213,1,3
149213,2,1
149213,3,2
149214,1,5
149214,2,4
149214,3,6
149215,1,4
149215,2,3
149215,3,5
149216,1,1
149216,2,5
149216,3,4
149217,1,1
149217,2,4
149217,3,3
149218,1,1
149218,2,6
149218,3,3
149219,1,1
149219,2,3
149219,3,2
149220,1,4
149220,2,3
149220,3,5
149221,1,1
149221,2,3
149221,3,2
149222,1,1
149222,2,5
149222,3,4
149223,1,1
149223,2,5
149223,3,3
149224,1,1
149224,2,2
149224,3,3
149141,1,3
149141,2,4
149141,3,2
149142,1,1
