race_id,rank,lane
150519,1,1
150519,2,3
150519,3,2
150520,1,1
150520,2,2
150520,3,5
150521,1,2
150521,2,3
150521,3,5
150522,1,1
150522,2,5
150522,3,4
150535,1,1
150535,2,2
150535,3,3
150536,1,1
150536,2,2
150536,3,5
150537,1,6
150537,2,2
150537,3,4
150538,1,3
150538,2,1
150538,3,6
150539,1,1
150539,2,2
150539,3,5
150540,1,1
150540,2,5
150540,3,6
150541,1,5
150541,2,4
150541,3,3
150542,1,4
150542,2,6
150542,3,5
150543,1,1
150543,2,4
150543,3,6
150544,1,3
150544,2,2
150544,3,4
150545,1,1
150545,2,3
150545,3,6
150546,1,5
150546,2,1
150546,3,3
150571,1,1
150571,2,5
150571,3,2
150572,1,3
150572,2,1
150572,3,4
150573,1,2
150573,2,4
150573,3,1
150574,1,5
150574,2,2
150574,3,4
150575,1,1
150575,2,4
150575,3,2
150576,1,1
150576,2,3
150576,3,4
150577,1,4
150577,2,3
150577,3,5
150578,1,5
150578,2,1
150578,3,6
150579,1,1
150579,2,2
150579,3,5
150580,1,1
150580,2,4
150580,3,2
150581,1,4
150581,2,5
150581,3,1
150582,1,1
150582,2,6
150582,3,5
150547,1,5
150547,2,1
150547,3,3
150548,1,1
150548,2,3
150548,3,2
150549,1,1
150549,2,2
150549,3,4
150550,1,1
150550,2,6
150550,3,2
150551,1,5
150551,2,4
150551,3,1
150552,1,2
150552,2,1
150552,3,6
150553,1,1
150553,2,6
150553,3,2
150554,1,3
150554,2,2
150554,3,4
150555,1,5
150555,2,3
150555,3,4
150556,1,1
150556,2,3
150556,3,2
150557,1,2
150557,2,5
150557,3,3
150558,1,1
150558,2,2
150558,3,3
150595,1,2
150595,2,1
150595,3,3
150596,1,3
150596,2,1
150596,3,5
150597,1,1
150597,2,2
150597,3,4
150598,1,2
150598,2,3
150598,3,5
150599,1,1
150599,2,2
150599,3,5
150600,1,5
150600,2,3
150600,3,4
150601,1,5
150601,2,3
150601,3,6
150602,1,2
150602,2,1
150602,3,3
150603,1,1
150603,2,3
150603,3,2
150604,1,1
150604,2,5
150604,3,4
150605,1,1
150605,2,2
150605,3,3
150606,1,1
150606,2,2
150606,3,4
150655,1,1
150655,2,2
150655,3,3
150656,1,1
150656,2,6
150656,3,3
150657,1,1
150657,2,2
150657,3,5
150658,1,3
150658,2,1
150658,3,4
150659,1,3
150659,2,4
150659,3,1
150660,1,1
150660,2,6
150660,3,3
150661,1,1
150661,2,3
150661,3,4
150662,1,5
150662,2,1
150662,3,4
150663,1,1
150663,2,2
150663,3,4
150664,1,1
150664,2,2
150664,3,4
150665,1,1
150665,2,5
150665,3,4
150666,1,1
150666,2,2
150666,3,6
150643,1,2
150643,2,5
150643,3,4
150644,1,1
150644,2,5
150644,3,6
150645,1,1
150645,2,5
150645,3,2
150646,1,1
150646,2,3
150646,3,4
150647,1,1
150647,2,3
150647,3,4
150648,1,1
150648,2,4
150648,3,2
150649,1,4
150649,2,5
150649,3,1
150650,1,1
150650,2,3
150650,3,6
150651,1,5
150651,2,3
150651,3,2
150652,1,1
150652,2,2
150652,3,3
150653,1,1
150653,2,3
150653,3,6
150654,1,6
150654,2,5
150654,3,3
