race_id,combo,odds
143813,1-2-3,6.3
143813,2-1-3,125.5
143813,3-1-2,97.1
143813,4-1-2,358.2
143813,5-1-2,241.6
143813,6-1-2,1766
143813,1-2-4,18.8
143813,2-1-4,288.3
143813,3-1-4,80.6
143813,4-1-3,223.8
143813,5-1-3,127.3
143813,6-1-3,1709
143813,1-2-5,10.9
143813,2-1-5,226.8
143813,3-1-5,55.3
143813,4-1-5,229.1
143813,5-1-4,298.8
143813,6-1-4,2514
143813,1-2-6,82.2
143813,2-1-6,695.4
143813,3-1-6,264.1
143813,4-1-6,663.7
143813,5-1-6,426.5
143813,6-1-5,1828
143813,1-3-2,6.2
143813,2-3-1,247.1
143813,3-2-1,241.4
143813,4-2-1,854.5
143813,5-2-1,610.9
143813,6-2-1,2842
143813,1-3-4,8.6
143813,2-3-4,868.7
143813,3-2-4,594.3
143813,4-2-3,1444
143813,5-2-3,1025
143813,6-2-3,3582
143813,1-3-5,4.9
143813,2-3-5,736.6
143813,3-2-5,456.3
143813,4-2-5,1676
143813,5-2-4,1743
143813,6-2-4,5028
143813,1-3-6,46.8
143813,2-3-6,1996
143813,3-2-6,1245
143813,4-2-6,2490
143813,5-2-6,1816
143813,6-2-5,4842
143813,1-4-2,28.9
143813,2-4-1,797.2
143813,3-4-1,203
143813,4-3-1,401.6
143813,5-3-1,225.8
143813,6-3-1,3189
143813,1-4-3,21.5
143813,2-4-3,1251
143813,3-4-2,504.8
143813,4-3-2,975.7
143813,5-3-2,1005
143813,6-3-2,4150
143813,1-4-5,27.4
143813,2-4-5,1766
143813,3-4-5,355.3
143813,4-3-5,736.6
143813,5-3-4,1041
143813,6-3-4,4587
143813,1-4-6,109.2
143813,2-4-6,2589
143813,3-4-6,857.3
143813,4-3-6,1981
143813,5-3-6,1575
143813,6-3-5,4842
143813,1-5-2,19.7
143813,2-5-1,591.6
143813,3-5-1,139.4
143813,4-5-1,438
143813,5-4-1,591.6
143813,6-4-1,3735
143813,1-5-3,10.1
143813,2-5-3,1132
143813,3-5-2,555.2
143813,4-5-2,1183
143813,5-4-2,1698
143813,6-4-2,5336
143813,1-5-4,31.6
143813,2-5-4,2197
143813,3-5-4,404.8
143813,4-5-3,819.7
143813,5-4-3,1263
143813,6-4-3,5230
143813,1-5-6,63.1
143813,2-5-6,3005
143813,3-5-6,901.7
143813,4-5-6,1021
143813,5-4-6,1565
143813,6-4-5,3683
143813,1-6-2,258.4
143813,2-6-1,2514
143813,3-6-1,1444
143813,4-6-1,1720
143813,5-6-1,1117
143813,6-5-1,2443
143813,1-6-3,195.1
143813,2-6-3,2938
143813,3-6-2,2126
143813,4-6-2,3189
143813,5-6-2,2273
143813,6-5-2,3789
143813,1-6-4,299.2
143813,2-6-4,3440
143813,3-6-4,2355
143813,4-6-3,3040
143813,5-6-3,1828
143813,6-5-3,4754
143813,1-6-5,211.2
143813,2-6-5,3962
143813,3-6-5,2314
143813,4-6-5,2589
143813,5-6-4,2615
143813,6-5-4,4023
143814,1-2-3,18
143814,2-1-3,14.9
143814,3-1-2,235.1
143814,4-1-2,144.7
143814,5-1-2,58.5
143814,6-1-2,1413
143814,1-2-4,9.9
143814,2-1-4,8.7
143814,3-1-4,542.7
143814,4-1-3,518.3
143814,5-1-3,279.4
143814,6-1-3,3256
143814,1-2-5,7.6
143814,2-1-5,4.9
143814,3-1-5,318.3
143814,4-1-5,207
143814,5-1-4,207.7
143814,6-1-4,4048
143814,1-2-6,61.6
143814,2-1-6,43.4
143814,3-1-6,1062
143814,4-1-6,671.7
143814,5-1-6,271.3
143814,6-1-5,3292
143814,1-3-2,55.4
143814,2-3-1,53.7
143814,3-2-1,265.5
143814,4-2-1,139.6
143814,5-2-1,51.8
143814,6-2-1,1619
143814,1-3-4,133.9
143814,2-3-4,72.3
143814,3-2-4,360.5
143814,4-2-3,475.5
143814,5-2-3,220.6
143814,6-2-3,2995
143814,1-3-5,112.2
143814,2-3-5,44.8
143814,3-2-5,241.6
143814,4-2-5,166.9
143814,5-2-4,145.8
143814,6-2-4,2908
143814,1-3-6,453.9
143814,2-3-6,223.7
143814,3-2-6,902.3
143814,4-2-6,513.8
143814,5-2-6,191.1
143814,6-2-5,1860
143814,1-4-2,37.3
143814,2-4-1,26
143814,3-4-1,807.5
143814,4-3-1,905
143814,5-3-1,575
143814,6-3-1,3941
143814,1-4-3,136.1
143814,2-4-3,63.9
143814,3-4-2,680.8
143814,4-3-2,851
143814,5-3-2,506
143814,6-3-2,3994
143814,1-4-5,76.6
143814,2-4-5,28.6
143814,3-4-5,798.8
143814,4-3-5,1093
143814,5-3-4,1269
143814,6-3-4,5077
143814,1-4-6,306.3
143814,2-4-6,130
143814,3-4-6,2235
143814,4-3-6,2396
143814,5-3-6,1593
143814,6-3-5,5165
143814,1-5-2,27.5
143814,2-5-1,15.6
143814,3-5-1,549.7
143814,4-5-1,252.3
143814,5-4-1,298.6
143814,6-4-1,4471
143814,1-5-3,134.5
143814,2-5-3,51.1
143814,3-5-2,424.9
143814,4-5-2,193.2
143814,5-4-2,251.1
143814,6-4-2,3524
143814,1-5-4,89.7
143814,2-5-4,33.4
143814,3-5-4,818.5
143814,4-5-3,739.7
143814,5-4-3,963.3
143814,6-4-3,4832
143814,1-5-6,218.8
143814,2-5-6,74.5
143814,3-5-6,1619
143814,4-5-6,515.6
143814,5-4-6,664.2
143814,6-4-5,3026
143814,1-6-2,331.4
143814,2-6-1,220.9
143814,3-6-1,2853
143814,4-6-1,1520
143814,5-6-1,708.2
143814,6-5-1,3292
143814,1-6-3,988.7
143814,2-6-3,537.8
143814,3-6-2,2995
143814,4-6-2,975.8
143814,5-6-2,665.7
143814,6-5-2,1984
143814,1-6-4,848.6
143814,2-6-4,403.7
143814,3-6-4,3941
143814,4-6-3,2538
143814,5-6-3,1619
143814,6-5-3,4832
143814,1-6-5,658.4
143814,2-6-5,280.7
143814,3-6-5,2826
143814,4-6-5,1343
143814,5-6-4,1248
143814,6-5-4,3221
143815,1-2-3,10.1
143815,2-1-3,58.6
143815,3-1-2,87.8
143815,4-1-2,90.9
143815,5-1-2,353.1
143815,6-1-2,621.2
143815,1-2-4,10.9
143815,2-1-4,61.6
143815,3-1-4,55.2
143815,4-1-3,74
143815,5-1-3,322.3
143815,6-1-3,385.5
143815,1-2-5,26
143815,2-1-5,122.1
143815,3-1-5,102.7
143815,4-1-5,79.4
143815,5-1-4,300.2
143815,6-1-4,483.8
143815,1-2-6,27.4
143815,2-1-6,128.4
143815,3-1-6,85.7
143815,4-1-6,70.4
143815,5-1-6,412.2
143815,6-1-5,1029
143815,1-3-2,8.9
143815,2-3-1,168.6
143815,3-2-1,235.5
143815,4-2-1,222.5
143815,5-2-1,599.9
143815,6-2-1,1202
143815,1-3-4,6
143815,2-3-4,215.5
143815,3-2-4,332.5
143815,4-2-3,409
143815,5-2-3,844.4
143815,6-2-3,1852
143815,1-3-5,21.6
143815,2-3-5,407.9
143815,3-2-5,563.4
143815,4-2-5,381.7
143815,5-2-4,764.4
143815,6-2-4,2218
143815,1-3-6,15.5
143815,2-3-6,456.4
143815,3-2-6,633.7
143815,4-2-6,344.6
143815,5-2-6,915.6
143815,6-2-5,3386
143815,1-4-2,19
143815,2-4-1,190.7
143815,3-4-1,125.9
143815,4-3-1,157.6
143815,5-3-1,727.4
143815,6-3-1,684.7
143815,1-4-3,12.6
143815,2-4-3,267.6
143815,3-4-2,330.5
143815,4-3-2,456.4
143815,5-3-2,1197
143815,6-3-2,1779
143815,1-4-5,27.4
143815,2-4-5,382.7
143815,3-4-5,324
143815,4-3-5,340.8
143815,5-3-4,779.6
143815,6-3-4,1128
143815,1-4-6,22.3
143815,2-4-6,401.2
143815,3-4-6,320
143815,4-3-6,334.3
143815,5-3-6,1120
143815,6-3-5,2916
143815,1-5-2,56.7
143815,2-5-1,442.9
143815,3-5-1,423.9
143815,4-5-1,133.2
143815,5-4-1,396.6
143815,6-4-1,757.1
143815,1-5-3,60.3
143815,2-5-3,649.4
143815,3-5-2,884.7
143815,4-5-2,285.2
143815,5-4-2,604.5
143815,6-4-2,1740
143815,1-5-4,59.3
143815,2-5-4,576.8
143815,3-5-4,555.4
143815,4-5-3,320
143815,5-4-3,557.4
143815,6-4-3,1145
143815,1-5-6,87.2
143815,2-5-6,770
143815,3-5-6,887.2
143815,4-5-6,155.8
143815,5-4-6,344.6
143815,6-4-5,1275
143815,1-6-2,78.1
143815,2-6-1,603.3
143815,3-6-1,301.4
143815,4-6-1,154
143815,5-6-1,867.6
143815,6-5-1,1693
143815,1-6-3,49.8
143815,2-6-3,877.3
143815,3-6-2,957.3
143815,4-6-2,379.4
143815,5-6-2,1399
143815,6-5-2,3499
143815,1-6-4,62.2
143815,2-6-4,818
143815,3-6-4,628.6
143815,4-6-3,353.4
143815,5-6-3,1280
143815,6-5-3,2943
143815,1-6-5,118.6
143815,2-6-5,1290
143815,3-6-5,1120
143815,4-6-5,234.6
143815,5-6-4,824.5
143815,6-5-4,1499
143816,1-2-3,14.9
143816,2-1-3,139.6
143816,3-1-2,134.3
143816,4-1-2,90.7
143816,5-1-2,651.7
143816,6-1-2,435.7
143816,1-2-4,9.7
143816,2-1-4,115.6
143816,3-1-4,64.8
143816,4-1-3,71.2
143816,5-1-3,625.8
143816,6-1-3,360.2
143816,1-2-5,40.4
143816,2-1-5,236
143816,3-1-5,167.1
143816,4-1-5,80.9
143816,5-1-4,384.5
143816,6-1-4,216.3
143816,1-2-6,25.1
143816,2-1-6,196.3
143816,3-1-6,108.1
143816,4-1-6,50.4
143816,5-1-6,422.2
143816,6-1-5,737.4
143816,1-3-2,17.4
143816,2-3-1,392.7
143816,3-2-1,394.6
143816,4-2-1,272.7
143816,5-2-1,1555
143816,6-2-1,940.6
143816,1-3-4,7.5
143816,2-3-4,687.4
143816,3-2-4,575.3
143816,4-2-3,515
143816,5-2-3,2344
143816,6-2-3,1927
143816,1-3-5,37.8
143816,2-3-5,1428
143816,3-2-5,1167
143816,4-2-5,633.3
143816,5-2-4,2533
143816,6-2-4,1547
143816,1-3-6,16.2
143816,2-3-6,1033
143816,3-2-6,846.7
143816,4-2-6,506.7
143816,5-2-6,2398
143816,6-2-5,2992
143816,1-4-2,10.2
143816,2-4-1,336
143816,3-4-1,131
143816,4-3-1,166.8
143816,5-3-1,1474
143816,6-3-1,773.7
143816,1-4-3,8.2
143816,2-4-3,665.5
143816,3-4-2,407.4
143816,4-3-2,440.6
143816,5-3-2,2398
143816,6-3-2,2094
143816,1-4-5,21.8
143816,2-4-5,1354
143816,3-4-5,441.2
143816,4-3-5,471
143816,5-3-4,2026
143816,6-3-4,1075
143816,1-4-6,8.5
143816,2-4-6,840
143816,3-4-6,233.7
143816,4-3-6,286.6
143816,5-3-6,2362
143816,6-3-5,2805
143816,1-5-2,69.5
143816,2-5-1,1138
143816,3-5-1,580.7
143816,4-5-1,162.4
143816,5-4-1,522.7
143816,6-4-1,299.7
143816,1-5-3,52.4
143816,2-5-3,2618
143816,3-5-2,1336
143816,4-5-2,501.8
143816,5-4-2,1680
143816,6-4-2,1026
143816,1-5-4,49.5
143816,2-5-4,2575
143816,3-5-4,875.1
143816,4-5-3,376.6
143816,5-4-3,1208
143816,6-4-3,837.7
143816,1-5-6,66.7
143816,2-5-6,2731
143816,3-5-6,1114
143816,4-5-6,194.4
143816,5-4-6,672.7
143816,6-4-5,1122
143816,1-6-2,49.5
143816,2-6-1,918.6
143816,3-6-1,411.2
143816,4-6-1,107.1
143816,5-6-1,895
143816,6-5-1,1408
143816,1-6-3,40
143816,2-6-3,1745
143816,3-6-2,1057
143816,4-6-2,341.8
143816,5-6-2,2327
143816,6-5-2,3414
143816,1-6-4,26.1
143816,2-6-4,1314
143816,3-6-4,554
143816,4-6-3,256.2
143816,5-6-3,2244
143816,6-5-3,3272
143816,1-6-5,73.6
143816,2-6-5,2344
143816,3-6-5,1282
143816,4-6-5,229.1
143816,5-6-4,1256
143816,6-5-4,1586
143817,1-2-3,7.2
143817,2-1-3,47
143817,3-1-2,45.7
143817,4-1-2,256.9
143817,5-1-2,915
143817,6-1-2,56.8
143817,1-2-4,20.3
143817,2-1-4,103
143817,3-1-4,55.1
143817,4-1-3,188.9
143817,5-1-3,1028
143817,6-1-3,45
143817,1-2-5,48.6
143817,2-1-5,209
143817,3-1-5,134.7
143817,4-1-5,426.1
143817,5-1-4,1631
143817,6-1-4,106.9
143817,1-2-6,11.5
143817,2-1-6,62.1
143817,3-1-6,31
143817,4-1-6,151.1
143817,5-1-6,729.1
143817,6-1-5,242.8
143817,1-3-2,8.4
143817,2-3-1,106.4
143817,3-2-1,100
143817,4-2-1,530.3
143817,5-2-1,1481
143817,6-2-1,130.7
143817,1-3-4,15.9
143817,2-3-4,418.3
143817,3-2-4,319.1
143817,4-2-3,996.9
143817,5-2-3,2858
143817,6-2-3,178.9
143817,1-3-5,46.7
143817,2-3-5,681.4
143817,3-2-5,484.9
143817,4-2-5,1441
143817,5-2-4,3166
143817,6-2-4,405.7
143817,1-3-6,7.3
143817,2-3-6,189.4
143817,3-2-6,140.6
143817,4-2-6,614
143817,5-2-6,2197
143817,6-2-5,813.6
143817,1-4-2,41.7
143817,2-4-1,346.1
143817,3-4-1,130
143817,4-3-1,306.7
143817,5-3-1,1448
143817,6-3-1,87.4
143817,1-4-3,36
143817,2-4-3,706.7
143817,3-4-2,355.7
143817,4-3-2,803.4
143817,5-3-2,2808
143817,6-3-2,168.2
143817,1-4-5,125.2
143817,2-4-5,1468
143817,3-4-5,585.1
143817,4-3-5,1271
143817,5-3-4,3670
143817,6-3-4,274.1
143817,1-4-6,30
143817,2-4-6,593.7
143817,3-4-6,167.3
143817,4-3-6,427.2
143817,5-3-6,2139
143817,6-3-5,591.5
143817,1-5-2,159.5
143817,2-5-1,894.7
143817,3-5-1,492.3
143817,4-5-1,928.1
143817,5-4-1,2410
143817,6-4-1,251.1
143817,1-5-3,153.2
143817,2-5-3,1575
143817,3-5-2,999.9
143817,4-5-2,1691
143817,5-4-2,3329
143817,6-4-2,550.2
143817,1-5-4,226.1
143817,2-5-4,2031
143817,3-5-4,1076
143817,4-5-3,2097
143817,5-4-3,4194
143817,6-4-3,440.6
143817,1-5-6,134.5
143817,2-5-6,1266
143817,3-5-6,622.3
143817,4-5-6,887.3
143817,5-4-6,2111
143817,6-4-5,884.9
143817,1-6-2,17.7
143817,2-6-1,159.2
143817,3-6-1,70.6
143817,4-6-1,248.6
143817,5-6-1,877.7
143817,6-5-1,502.3
143817,1-6-3,13.8
143817,2-6-3,297.6
143817,3-6-2,162.7
143817,4-6-2,498.4
143817,5-6-2,2357
143817,6-5-2,1297
143817,1-6-4,31.4
143817,2-6-4,496.1
143817,3-6-4,172.2
143817,4-6-3,427.8
143817,5-6-3,1981
143817,6-5-3,884.9
143817,1-6-5,84.6
143817,2-6-5,854.4
143817,3-6-5,406.2
143817,4-6-5,711.4
143817,5-6-4,2031
143817,6-5-4,917.6
143818,1-2-3,77.4
143818,2-1-3,64.2
