race_id,rank,lane
143009,1,1
143009,2,3
143009,3,5
143010,1,3
143010,2,4
143010,3,5
143011,1,2
143011,2,3
143011,3,1
143012,1,3
143012,2,1
143012,3,5
143013,1,4
143013,2,3
143013,3,5
143014,1,1
143014,2,2
143014,3,4
143015,1,6
143015,2,2
143015,3,4
143016,1,1
143016,2,2
143016,3,3
143017,1,2
143017,2,1
143017,3,4
143018,1,3
143018,2,4
143018,3,5
143019,1,1
143019,2,5
143019,3,2
143020,1,1
143020,2,3
143020,3,6
142973,1,1
142973,2,2
142973,3,4
142974,1,2
142974,2,3
142974,3,4
142975,1,1
142975,2,4
142975,3,2
142976,1,6
142976,2,2
142976,3,4
142977,1,1
142977,2,2
142977,3,5
142978,1,1
142978,2,2
142978,3,4
142979,1,1
142979,2,2
142979,3,5
142980,1,1
142980,2,3
142980,3,2
142981,1,1
142981,2,6
142981,3,2
142982,1,1
142982,2,2
142982,3,4
142983,1,1
142983,2,3
142983,3,5
142984,1,2
142984,2,3
142984,3,1
143057,1,1
143057,2,5
143057,3,6
143058,1,3
143058,2,5
143058,3,2
143059,1,1
143059,2,3
143059,3,5
143060,1,1
143060,2,2
143060,3,5
143061,1,3
143061,2,1
143061,3,4
143062,1,1
143062,2,4
143062,3,6
143063,1,1
143063,2,2
143063,3,6
143064,1,1
143064,2,4
143064,3,3
143065,1,1
143065,2,3
143065,3,4
143066,1,3
143066,2,1
143066,3,5
143067,1,1
143067,2,2
143067,3,6
143068,1,1
143068,2,4
143068,3,5
143021,1,1
143021,2,3
143021,3,5
143022,1,4
143022,2,3
143022,3,5
143023,1,5
143023,2,6
143023,3,4
143024,1,3
143024,2,1
143024,3,2
143025,1,2
143025,2,4
143025,3,3
143026,1,4
143026,2,1
143026,3,5
143027,1,1
143027,2,4
143027,3,6
143028,1,3
143028,2,2
143028,3,5
143029,1,1
143029,2,5
143029,3,3
143030,1,1
143030,2,6
143030,3,3
143031,1,1
143031,2,4
143031,3,3
143032,1,1
143032,2,6
143032,3,3
142985,1,3
142985,2,1
142985,3,4
142986,1,3
142986,2,1
142986,3,5
142987,1,1
142987,2,6
142987,3,4
142988,1,2
142988,2,5
142988,3,1
142989,1,2
142989,2,1
142989,3,4
142990,1,1
142990,2,2
142990,3,4
142991,1,4
142991,2,1
142991,3,2
142992,1,1
142992,2,3
142992,3,2
142993,1,1
142993,2,2
142993,3,4
142994,1,1
142994,2,4
142994,3,5
142995,1,1
142995,2,2
142995,3,3
142996,1,1
142996,2,2
142996,3,5
142961,1,5
142961,2,1
142961,3,6
142962,1,2
142962,2,1
142962,3,6
142963,1,2
142963,2,3
142963,3,4
142964,1,4
142964,2,1
142964,3,3
142965,1,5
142965,2,2
142965,3,1
142966,1,1
142966,2,3
142966,3,2
142967,1,5
142967,2,2
142967,3,1
142968,1,1
142968,2,3
142968,3,2
142969,1,1
142969,2,3
142969,3,5
142970,1,1
142970,2,2
142970,3,3
142971,1,4
142971,2,1
142971,3,3
142972,1,1
142972,2,4
142972,3,2
142937,1,4
142937,2,1
142937,3,2
142938,1,1
142938,2,4
142938,3,2
142939,1,1
142939,2,2
142939,3,4
142940,1,5
142940,2,1
142940,3,3
142941,1,1
142941,2,3
142941,3,2
142942,1,1
142942,2,2
142942,3,4
142943,1,1
142943,2,3
142943,3,4
142944,1,1
142944,2,2
142944,3,3
142945,1,1
142945,2,6
142945,3,5
142946,1,1
142946,2,2
142946,3,3
142947,1,3
142947,2,1
142947,3,6
142948,1,3
142948,2,4
142948,3,6
142949,1,1
142949,2,5
142949,3,6
142950,1,2
142950,2,1
142950,3,3
142951,1,1
142951,2,3
142951,3,6
142952,1,6
142952,2,3
142952,3,5
142953,1,2
142953,2,1
142953,3,4
142954,1,4
142954,2,5
142954,3,6
142955,1,5
142955,2,1
142955,3,6
142956,1,3
142956,2,2
142956,3,4
142957,1,4
142957,2,5
142957,3,1
142958,1,3
142958,2,4
142958,3,2
142959,1,1
142959,2,2
142959,3,4
142960,1,1
142960,2,2
142960,3,5
143045,1,1
143045,2,3
143045,3,5
143046,1,1
143046,2,4
143046,3,2
143047,1,1
143047,2,3
143047,3,5
143048,1,1
143048,2,2
143048,3,3
143049,1,3
143049,2,1
143049,3,5
143050,1,6
143050,2,2
143050,3,5
143051,1,1
143051,2,5
143051,3,2
143052,1,6
143052,2,1
143052,3,2
143053,1,1
143053,2,5
143053,3,2
143054,1,1
143054,2,5
143054,3,6
143055,1,1
143055,2,2
143055,3,6
143056,1,1
143056,2,4
143056,3,6
143033,1,2
143033,2,1
143033,3,5
143034,1,1
143034,2,2
143034,3,6
143035,1,2
143035,2,1
143035,3,3
143036,1,1
143036,2,3
143036,3,2
143037,1,1
143037,2,2
143037,3,4
143038,1,1
143038,2,4
143038,3,2
143039,1,1
143039,2,3
143039,3,4
143040,1,1
143040,2,2
143040,3,3
143041,1,2
143041,2,1
143041,3,4
143042,1,3
143042,2,2
143042,3,5
143043,1,1
143043,2,3
143043,3,4
143044,1,1
143044,2,3
143044,3,2
142997,1,4
142997,2,5
142997,3,2
142998,1,3
142998,2,4
142998,3,1
142999,1,1
142999,2,3
142999,3,5
143000,1,3
143000,2,1
143000,3,4
143001,1,2
143001,2,1
143001,3,4
143002,1,5
143002,2,3
143002,3,6
143003,1,1
143003,2,6
143003,3,3
143004,1,5
143004,2,4
143004,3,1
143005,1,1
143005,2,2
143005,3,3
143006,1,1
143006,2,2
143006,3,4
143007,1,1
143007,2,2
143007,3,3
143008,1,3
143008,2,1
143008,3,5
