race_id,combo,odds
148205,1-2-3,7.9
148205,2-1-3,54.9
148205,3-1-2,137.3
148205,4-1-2,177.3
148205,5-1-2,69
148205,6-1-2,337.6
148205,1-2-4,16.5
148205,2-1-4,99.3
148205,3-1-4,176.1
148205,4-1-3,392.3
148205,5-1-3,134.9
148205,6-1-3,847.5
148205,1-2-5,5.6
148205,2-1-5,49
148205,3-1-5,152.7
148205,4-1-5,138.2
148205,5-1-4,178.4
148205,6-1-4,1008
148205,1-2-6,19.4
148205,2-1-6,113
148205,3-1-6,332.3
148205,4-1-6,247
148205,5-1-6,65.7
148205,6-1-5,365.3
148205,1-3-2,13.4
148205,2-3-1,148.4
148205,3-2-1,189.1
148205,4-2-1,407.4
148205,5-2-1,133
148205,6-2-1,614.1
148205,1-3-4,28
148205,2-3-4,281.5
148205,3-2-4,441.4
148205,4-2-3,799.5
148205,5-2-3,419.5
148205,6-2-3,1486
148205,1-3-5,13.3
148205,2-3-5,237.3
148205,3-2-5,279.7
148205,4-2-5,468.2
148205,5-2-4,501.4
148205,6-2-4,1366
148205,1-3-6,40.2
148205,2-3-6,413.4
148205,3-2-6,453.2
148205,4-2-6,847.5
148205,5-2-6,242.8
148205,6-2-5,1021
148205,1-4-2,31
148205,2-4-1,304.8
148205,3-4-1,489.8
148205,4-3-1,565
148205,5-3-1,401.6
148205,6-3-1,1599
148205,1-4-3,50
148205,2-4-3,507.4
148205,3-4-2,533
148205,4-3-2,873.7
148205,5-3-2,646.9
148205,6-3-2,2290
148205,1-4-5,28
148205,2-4-5,434.6
148205,3-4-5,770.4
148205,4-3-5,974.1
148205,5-3-4,921.2
148205,6-3-4,1765
148205,1-4-6,68.6
148205,2-4-6,572.6
148205,3-4-6,952.2
148205,4-3-6,1210
148205,5-3-6,974.1
148205,6-3-5,2017
148205,1-5-2,10.5
148205,2-5-1,121.2
148205,3-5-1,289.2
148205,4-5-1,170.1
148205,5-4-1,264
148205,6-4-1,1412
148205,1-5-3,18.9
148205,2-5-3,281.5
148205,3-5-2,443.7
148205,4-5-2,258.3
148205,5-4-2,468.2
148205,6-4-2,1569
148205,1-5-4,30.7
148205,2-5-4,359.1
148205,3-5-4,700.4
148205,4-5-3,921.2
148205,5-4-3,700.4
148205,6-4-3,2067
148205,1-5-6,21.5
148205,2-5-6,289.2
148205,3-5-6,807.1
148205,4-5-6,252.2
148205,5-4-6,432.4
148205,6-4-5,1461
148205,1-6-2,64.1
148205,2-6-1,331
148205,3-6-1,724.3
148205,4-6-1,743.4
148205,5-6-1,110
148205,6-5-1,413.4
148205,1-6-3,118.2
148205,2-6-3,822.8
148205,3-6-2,822.8
148205,4-6-2,1008
148205,5-6-2,264
148205,6-5-2,646.9
148205,1-6-4,135.6
148205,2-6-4,807.1
148205,3-6-4,1115
148205,4-6-3,1389
148205,5-6-3,763.5
148205,6-5-3,1246
148205,1-6-5,50.6
148205,2-6-5,572.6
148205,3-6-5,1115
148205,4-6-5,689
148205,5-6-4,700.4
148205,6-5-4,1100
148206,1-2-3,29.6
148206,2-1-3,237.6
148206,3-1-2,167.1
148206,4-1-2,130.5
148206,5-1-2,494.1
148206,6-1-2,141.3
148206,1-2-4,22.5
148206,2-1-4,179.3
148206,3-1-4,43.9
148206,4-1-3,78.7
148206,5-1-3,327.9
