race_id,date,venue,lane,player_id,global_win_rate,global_2rate,local_win_rate,local_2rate,local_race_cnt,grade_period,avg_st,course_rank1,course_count,course_rank2,recent10_avg_rank,recent10_win_rate,recent10_st_mean,recent10_count,exhibit_time_raw,exhibit_time_rel,start_timing,motor_2rate,motor_2rate_rel,wind_speed,wave_height,temperature,score_total_current,model_version,is_winner
142529,2026-09-09,桐生,1,3475,5.45,34.4,0.2439,0.4512,82,B1,0.19,42,79,59,3.3,0.3,0.182,10,6.86,0.9444,0.09,35.59,0.928,2,1,19,41.08,v2_lr,0
142529,2026-09-09,桐生,2,3305,4.17,26.1,0.0323,0.1613,31,B1,0.17,3,65,12,4.5,0.1,0.15,10,6.85,1,-0.01,33.33,0.7786,2,1,19,19.28,v2_lr,0
142529,2026-09-09,桐生,3,4380,4.59,26.6,0.1429,0.2143,14,B1,0.14,7,77,22,4.4,0.2,0.173,10,6.89,0.7778,-0.06,21.55,0,2,1,19,22.46,v2_lr,1
142529,2026-09-09,桐生,4,3319,5.55,36.4,0.1515,0.303,33,A2,0.17,7,71,21,3.5,0.3,0.174,10,7.03,0,-0.03,36.68,1,2,1,19,11.79,v2_lr,0
142529,2026-09-09,桐生,5,5107,4.79,32.2,0.1304,0.1304,23,B1,0.18,2,46,7,3.3,0.2,0.217,10,6.98,0.2778,0.11,27.54,0.3959,2,1,19,4.42,v2_lr,0
142529,2026-09-09,桐生,6,5430,1.61,2.9,0,0,12,B2,,0,69,0,5.2,0,0.126,10,6.98,0.2778,-0.01,27.65,0.4032,2,1,19,0.97,v2_lr,0
142530,2026-09-09,桐生,1,4181,4.11,19.5,0.0833,0.25,24,B1,0.18,20,48,30,3.5,0,0.174,10,6.91,0.4211,0.09,34.72,0.3956,2,1,23,21.55,v2_lr,0
142530,2026-09-09,桐生,2,3681,4.87,24,0.25,0.25,16,B1,0.13,10,50,25,3.7,0.2,0.124,10,6.84,0.7895,0.08,32.28,0.0095,2,1,23,30.88,v2_lr,0
142530,2026-09-09,桐生,3,4040,6.06,43.3,0.2778,0.4722,36,A2,0.14,20,88,42,3.1,0.2,0.131,10,6.99,0,0.13,32.43,0.0332,2,1,23,24.92,v2_lr,1
142530,2026-09-09,桐生,4,4025,6.63,51,0.2174,0.5217,46,A1,0.19,9,70,23,3,0.1,0.169,10,6.9,0.4737,0.06,32.22,0,2,1,23,15.33,v2_lr,0
142530,2026-09-09,桐生,5,5048,4.18,18.8,0.0625,0.0625,16,B1,0.17,4,60,12,3.7,0.2,0.159,10,6.82,0.8947,0.01,38.54,1,2,1,23,4.26,v2_lr,0
