race_id,rank,lane
143813,1,2
143813,2,1
143813,3,3
143814,1,1
143814,2,2
143814,3,6
143815,1,2
143815,2,1
143815,3,5
143816,1,1
143816,2,4
143816,3,3
143817,1,1
143817,2,6
143817,3,4
143818,1,2
143818,2,5
143818,3,4
143819,1,1
143819,2,2
143819,3,4
143820,1,1
143820,2,3
143820,3,4
143821,1,1
143821,2,3
143821,3,4
143822,1,1
143822,2,3
143822,3,6
143823,1,1
143823,2,4
143823,3,3
143824,1,1
143824,2,3
143824,3,4
143825,1,1
143825,2,3
143825,3,4
143826,1,4
143826,2,3
143826,3,5
143827,1,4
143827,2,5
143827,3,1
143828,1,1
143828,2,5
143828,3,4
143829,1,1
143829,2,5
143829,3,3
143830,1,5
143830,2,6
143830,3,4
143831,1,5
143831,2,1
143831,3,6
143832,1,1
143832,2,3
143832,3,6
143833,1,2
143833,2,1
143833,3,4
143834,1,1
143834,2,2
143834,3,4
143835,1,1
143835,2,3
143835,3,2
143836,1,1
143836,2,2
143836,3,3
143837,1,3
143837,2,4
143837,3,6
143838,1,4
143838,2,3
143838,3,1
143839,1,4
143839,2,5
143839,3,2
143840,1,3
143840,2,2
143840,3,5
143841,1,3
143841,2,1
143841,3,6
143842,1,1
143842,2,6
143842,3,4
143843,1,1
143843,2,2
143843,3,5
143844,1,1
143844,2,2
143844,3,4
143845,1,4
143845,2,1
143845,3,3
143846,1,1
143846,2,5
143846,3,3
143847,1,1
143847,2,4
143847,3,3
143848,1,1
143848,2,3
143848,3,2
143765,1,1
143765,2,2
143765,3,6
143766,1,6
143766,2,1
143766,3,4
143767,1,1
143767,2,4
143767,3,2
143768,1,2
143768,2,4
143768,3,6
143769,1,2
143769,2,3
143769,3,1
143770,1,1
143770,2,3
143770,3,5
143771,1,1
143771,2,3
143771,3,6
143772,1,1
143772,2,3
143772,3,2
143773,1,6
143773,2,1
143773,3,5
143774,1,2
143774,2,1
143774,3,4
143775,1,3
143775,2,1
143775,3,2
143776,1,1
143776,2,4
143776,3,3
143897,1,4
143897,2,1
143897,3,2
143898,1,5
143898,2,2
143898,3,4
143899,1,1
143899,2,3
143899,3,6
143900,1,1
143900,2,2
143900,3,3
143901,1,5
143901,2,6
143901,3,4
143902,1,1
143902,2,6
143902,3,5
143903,1,1
143903,2,3
143903,3,4
143904,1,1
143904,2,4
143904,3,2
143905,1,3
143905,2,2
143905,3,4
143906,1,1
143906,2,3
143906,3,4
143907,1,1
143907,2,3
143907,3,4
143908,1,1
143908,2,3
143908,3,5
143849,1,1
143849,2,3
143849,3,4
143850,1,1
143850,2,4
143850,3,5
143851,1,3
143851,2,2
143851,3,4
143852,1,5
143852,2,4
143852,3,6
143853,1,3
143853,2,2
143853,3,6
143854,1,1
143854,2,2
143854,3,3
143855,1,1
143855,2,5
143855,3,2
143856,1,1
143856,2,3
143856,3,2
143857,1,4
143857,2,3
143857,3,2
143858,1,1
143858,2,2
143858,3,3
143859,1,1
143859,2,6
143859,3,4
143860,1,1
143860,2,3
143860,3,2
143789,1,1
143789,2,2
143789,3,5
143790,1,1
143790,2,2
143790,3,3
143791,1,5
143791,2,6
143791,3,1
143792,1,1
143792,2,2
143792,3,5
143793,1,4
143793,2,1
143793,3,3
143794,1,5
143794,2,4
143794,3,2
143795,1,2
143795,2,1
143795,3,3
143796,1,2
143796,2,1
143796,3,5
143797,1,2
143797,2,3
143797,3,4
143798,1,1
143798,2,2
143798,3,4
143799,1,1
143799,2,4
143799,3,2
143800,1,1
143800,2,2
143800,3,4
143861,1,1
143861,2,2
143861,3,4
143862,1,2
143862,2,4
143862,3,1
143863,1,1
143863,2,3
143863,3,6
143864,1,5
143864,2,1
143864,3,6
143865,1,1
143865,2,4
143865,3,5
143866,1,1
143866,2,4
143866,3,2
143867,1,2
143867,2,1
143867,3,5
143868,1,1
143868,2,2
143868,3,6
143869,1,1
143869,2,2
143869,3,5
143870,1,1
143870,2,2
143870,3,3
143871,1,1
143871,2,2
143871,3,3
143872,1,1
143872,2,3
143872,3,4
143753,1,5
143753,2,2
143753,3,1
143754,1,2
143754,2,3
143754,3,5
143755,1,4
143755,2,5
143755,3,6
143756,1,2
143756,2,3
143756,3,5
143757,1,4
143757,2,6
143757,3,1
143758,1,6
143758,2,4
143758,3,1
143759,1,1
143759,2,6
143759,3,2
143760,1,1
143760,2,2
143760,3,4
143761,1,1
143761,2,4
143761,3,2
143762,1,1
143762,2,2
143762,3,5
143763,1,1
143763,2,2
143763,3,3
143764,1,5
143764,2,1
143764,3,2
143801,1,1
143801,2,2
143801,3,3
143802,1,1
143802,2,2
143802,3,5
143803,1,2
143803,2,3
143803,3,6
143804,1,1
143804,2,4
143804,3,3
143805,1,1
