race_id,rank,lane
145815,1,1
145815,2,2
145815,3,6
145816,1,1
145816,2,2
145816,3,3
145757,1,1
145757,2,3
145757,3,5
145758,1,1
145758,2,2
145758,3,4
145759,1,1
145759,2,2
145759,3,3
145760,1,1
145760,2,3
145760,3,6
145761,1,4
145761,2,5
145761,3,1
145762,1,1
145762,2,2
145762,3,5
145763,1,4
145763,2,6
145763,3,2
145764,1,1
145764,2,6
145764,3,4
145765,1,4
145765,2,2
145765,3,6
145766,1,1
145766,2,4
145766,3,3
145767,1,1
145767,2,2
145767,3,4
145768,1,1
145768,2,3
145768,3,2
145721,1,3
145721,2,5
145721,3,1
145722,1,3
145722,2,2
145722,3,5
145723,1,2
145723,2,1
145723,3,4
145724,1,1
145724,2,5
145724,3,4
145725,1,1
145725,2,2
145725,3,3
145726,1,5
145726,2,3
145726,3,4
145727,1,4
145727,2,3
145727,3,6
145728,1,1
145728,2,2
145728,3,6
145729,1,3
145729,2,4
145729,3,1
145730,1,1
145730,2,5
145730,3,4
145731,1,2
145731,2,1
145731,3,4
145732,1,3
145732,2,1
145732,3,2
145829,1,1
145829,2,3
145829,3,4
145830,1,2
145830,2,4
145830,3,3
145831,1,1
145831,2,3
145831,3,2
145832,1,1
145832,2,2
145832,3,6
145833,1,1
145833,2,3
145833,3,2
145834,1,1
145834,2,2
145834,3,5
145835,1,4
145835,2,2
145835,3,6
145836,1,1
145836,2,4
145836,3,2
145837,1,3
145837,2,1
145837,3,4
145838,1,5
145838,2,1
145838,3,2
145839,1,6
145839,2,5
145839,3,4
145840,1,1
145840,2,6
145840,3,5
145769,1,1
145769,2,2
145769,3,3
145770,1,1
145770,2,3
145770,3,2
145771,1,1
145771,2,2
145771,3,3
145772,1,1
145772,2,3
145772,3,4
145773,1,1
145773,2,3
145773,3,2
145774,1,1
145774,2,3
145774,3,4
145775,1,1
145775,2,5
145775,3,6
145776,1,5
145776,2,4
145776,3,1
145777,1,5
145777,2,1
145777,3,6
145778,1,5
145778,2,1
145778,3,3
145779,1,1
145779,2,2
145779,3,3
145780,1,2
145780,2,1
145780,3,3
145781,1,3
145781,2,1
145781,3,5
145782,1,2
145782,2,3
145782,3,5
145783,1,1
145783,2,6
145783,3,4
145784,1,2
145784,2,1
145784,3,5
145785,1,2
145785,2,1
145785,3,4
145786,1,1
145786,2,2
145786,3,5
145787,1,1
145787,2,4
145787,3,3
145788,1,1
145788,2,5
145788,3,6
145789,1,3
145789,2,1
145789,3,6
145790,1,1
145790,2,3
145790,3,6
145791,1,3
145791,2,1
145791,3,4
145792,1,1
145792,2,3
145792,3,2
145853,1,1
145853,2,2
145853,3,4
145854,1,2
145854,2,4
145854,3,1
145855,1,1
145855,2,2
145855,3,3
145856,1,1
145856,2,2
145856,3,5
145857,1,1
145857,2,4
145857,3,2
145858,1,1
145858,2,2
145858,3,5
145859,1,1
145859,2,5
145859,3,2
145860,1,1
145860,2,2
145860,3,3
145861,1,2
145861,2,1
145861,3,3
145862,1,2
145862,2,1
145862,3,4
145863,1,1
145863,2,5
145863,3,2
145864,1,1
145864,2,2
145864,3,5
145745,1,6
145745,2,2
145745,3,4
145746,1,2
145746,2,3
145746,3,4
145747,1,3
145747,2,5
145747,3,1
145748,1,1
145748,2,4
145748,3,2
145749,1,5
145749,2,1
145749,3,6
145750,1,1
145750,2,2
145750,3,3
145751,1,3
145751,2,1
145751,3,4
145752,1,4
145752,2,2
145752,3,1
145753,1,4
145753,2,3
145753,3,5
145754,1,1
145754,2,4
145754,3,5
145755,1,1
145755,2,2
145755,3,3
145756,1,1
145756,2,3
145756,3,4
145817,1,1
145817,2,3
145817,3,4
145818,1,5
145818,2,1
145818,3,3
145819,1,1
145819,2,4
145819,3,2
145820,1,1
145820,2,4
145820,3,2
145821,1,3
145821,2,5
145821,3,1
145822,1,1
145822,2,4
145822,3,3
145823,1,5
145823,2,1
145823,3,3
145824,1,1
145824,2,2
145824,3,6
145825,1,3
145825,2,4
145825,3,5
145826,1,1
145826,2,2
145826,3,5
145827,1,2
145827,2,1
145827,3,3
145828,1,1
145828,2,5
145828,3,4
