race_id,combo,amount
151999,1-2-6,2230
152000,1-2-4,1110
152001,2-1-5,7000
152002,2-3-1,2740
152003,4-2-1,5550
152004,1-3-5,1920
152005,1-2-4,1910
152006,5-1-2,1660
152007,6-1-3,1440
152008,1-3-2,780
152009,1-2-6,8210
152010,1-5-3,2180
151975,1-4-3,1060
151976,4-1-5,8280
151977,4-1-5,1980
151978,3-1-6,870
151979,3-1-4,5550
151980,3-1-2,820
151981,1-3-5,740
151982,1-2-5,790
151983,3-1-2,8560
151984,1-6-2,8600
151985,1-2-3,480
151986,5-2-3,29370
151915,5-1-3,3260
151916,2-1-6,1360
151917,2-4-3,1840
151918,3-2-4,1570
151919,1-4-5,4890
151920,1-6-3,7900
151921,1-6-4,2810
151922,4-1-6,2680
151923,1-3-4,14020
151924,1-3-5,1760
151925,1-6-3,3120
151926,2-1-6,12220
151963,3-1-2,1220
151964,1-2-4,2530
151965,1-2-5,1910
151966,1-2-4,730
151967,2-4-5,7940
151968,1-2-6,3010
151969,1-4-6,2100
151970,2-1-6,1200
151971,1-2-5,980
151972,1-4-3,860
151973,2-1-3,870
151974,1-2-5,730
151927,1-6-2,3520
151928,1-2-3,1780
151929,1-4-3,2060
151930,1-3-4,2250
151931,1-6-4,4650
151932,1-5-2,13720
151933,4-1-5,1250
151934,6-1-5,60830
151935,1-3-5,14610
151936,5-2-3,47570
151937,1-3-4,610
151938,5-1-6,38680
151987,1-2-3,1320
151988,1-6-4,3290
151989,1-4-2,1190
151990,1-5-4,2980
151991,4-6-3,7310
151992,2-4-1,7330
151993,1-4-5,3030
151994,3-5-2,1530
151995,1-5-2,2600
151996,1-2-3,550
151997,1-3-2,1490
151998,1-6-2,4360
151891,5-1-3,8530
151892,1-4-2,4100
151893,1-5-6,19280
151894,3-6-4,1390
151895,4-2-1,2940
151896,5-3-4,20800
151897,1-6-2,6620
151898,2-3-1,7340
151899,1-4-2,1420
151900,1-4-5,1880
151901,1-5-2,1850
151902,1-2-3,1350
151903,1-3-2,760
151904,1-2-3,950
151905,1-2-4,2190
151906,3-1-2,3480
151907,4-5-2,4140
151908,6-5-4,75370
151909,5-3-2,15030
151910,3-1-2,4300
151911,4-5-1,2070
151912,1-3-6,2050
151913,1-3-2,1080
151914,1-2-6,2930
151939,3-1-5,46170
151940,6-1-4,12320
151941,2-5-1,3380
151942,1-3-4,2230
151943,2-3-1,4950
151944,2-5-3,3240
151945,2-3-1,2230
151946,1-3-2,450
151947,1-4-3,2810
151948,1-3-2,540
151949,3-4-1,2780
151950,1-3-4,930
151951,3-1-5,12710
151952,5-4-1,23240
151953,1-5-6,1360
151954,1-4-6,3380
151955,1-2-5,6440
151956,1-2-4,1540
151957,1-6-2,960
151958,1-4-3,3390
151959,1-3-4,2210
151960,2-1-3,2070
151961,1-2-3,680
151962,1-2-3,600
152035,1-4-2,1190
152036,2-1-6,5950
152037,1-3-6,1270
152038,1-2-4,3040
152039,4-5-1,106180
152040,1-5-4,890
152041,1-2-4,3100
152042,1-2-6,4080
152043,3-1-4,5800
152044,2-5-3,8800
152045,5-3-4,16790
152046,1-3-6,3320
152023,1-3-5,940
152024,4-2-1,3590
152025,3-1-5,610
152026,1-3-2,1830
152027,1-2-5,1250
152028,1-5-6,7670
152029,4-2-6,4170
152030,2-5-1,14970
152031,5-1-2,2320
152032,1-2-3,480
152033,1-5-2,1020
152034,1-4-3,1350
152011,1-3-2,4980
152012,1-6-2,4560
152013,1-5-4,3820
152014,1-3-2,1320
152015,3-5-4,12610
152016,2-6-5,61650
152017,2-3-5,3130
152018,1-3-2,630
152019,1-2-6,2770
152020,1-2-5,2320
152021,1-5-4,4180
152022,1-3-6,3150
