race_id,combo,amount
146321,3-1-4,15140
146322,1-4-3,870
146323,1-2-3,1340
146324,1-2-5,850
146325,1-2-4,600
146326,1-2-5,1820
146327,1-3-2,1800
146328,3-4-6,5230
146329,1-6-3,2190
146330,1-4-2,1870
146331,3-1-5,4930
146332,1-2-3,580
146285,1-2-5,1390
146286,4-1-5,4190
146287,5-4-6,3080
146288,4-6-3,20640
146289,1-2-3,1820
146290,5-1-3,1330
146291,2-1-6,860
146292,1-2-6,1520
146293,3-1-2,5570
146294,3-5-1,5210
146295,1-4-5,3190
146296,5-1-2,35140
146297,1-5-3,7830
146298,3-1-4,2510
146299,1-3-4,5660
146301,4-2-3,11610
146302,1-6-2,9420
146303,1-3-4,750
146304,1-6-5,8970
146305,1-3-4,1580
146306,5-1-4,5480
146307,4-1-2,16230
146308,1-4-3,2810
146345,1-4-6,1220
146346,1-3-2,890
146347,1-2-4,3970
146348,1-2-3,2370
146349,1-2-4,860
146350,1-3-6,1930
146351,1-5-4,17700
146352,5-4-6,3370
146353,1-3-4,650
146354,1-4-6,8670
146355,3-6-4,17150
146356,1-2-3,650
146201,1-3-2,1020
146202,3-4-6,12340
146203,4-3-5,33650
146204,1-5-3,1870
146205,3-4-1,9970
146206,1-3-4,960
146207,1-2-4,2580
146208,4-6-1,6610
146209,1-3-5,1790
146210,1-3-2,1240
146211,2-1-6,13630
146212,1-5-4,3100
146357,5-4-2,3890
146358,5-1-3,1490
146359,3-1-5,6110
146360,1-3-4,350
146361,2-3-1,3770
146362,4-1-5,2530
146363,1-2-4,690
146364,3-1-6,12180
146365,2-4-6,88880
146366,6-2-4,93430
146367,1-3-5,630
146368,1-3-4,900
146261,4-5-1,22160
146262,4-5-6,4930
146263,5-2-4,3000
146264,1-2-3,1250
146265,2-1-3,2660
146266,1-3-4,1140
146267,2-1-3,1260
146268,2-1-3,1350
146269,1-6-4,4160
146270,1-3-6,6500
146271,2-1-3,24290
146272,1-4-6,1200
146225,1-4-2,1230
146226,1-2-4,1060
146227,1-3-4,3390
146228,1-3-2,1170
146229,1-2-6,490
146230,1-3-4,540
146231,5-6-1,4440
146232,4-6-5,14870
146233,1-3-6,1330
146234,1-3-4,800
146235,1-2-3,370
146236,2-1-3,7240
146189,5-3-6,15110
146190,2-5-1,1390
146191,4-3-1,8860
146192,1-4-3,8410
146193,3-1-4,5760
146194,1-6-3,12080
146195,1-2-4,500
146196,3-6-1,21880
146197,1-4-3,930
146198,2-6-1,17250
146199,1-2-3,1580
146200,1-6-4,9700
146309,1-3-5,520
146310,1-4-6,1630
146311,1-2-4,950
146312,3-1-4,3520
146313,1-2-4,1240
146314,1-3-6,890
146315,1-4-2,830
146316,2-5-3,21200
146317,1-3-4,1170
146318,1-5-4,3570
146319,1-2-5,850
146320,1-2-4,790
146237,1-5-6,2160
146238,1-3-5,900
146239,4-3-6,31480
146240,1-2-5,1240
146241,1-2-6,1280
146242,1-3-6,1380
146243,5-1-3,11720
146244,1-3-5,5680
146245,2-4-5,5870
146246,3-2-5,8190
146247,1-2-5,1980
146248,3-4-5,35950
146249,1-3-4,920
146250,1-3-2,1400
146251,2-3-5,4560
146252,6-1-5,6390
146253,5-1-6,45480
146254,1-2-4,1460
146255,1-6-3,1460
146256,3-2-6,16610
146257,1-2-6,1820
146258,1-3-4,750
146259,1-4-2,1420
146260,4-1-3,9860
146333,1-3-5,1280
146334,3-1-5,12040
146335,1-2-3,1440
146336,2-1-3,7140
146337,4-5-1,1040
146338,3-1-4,3980
146339,1-2-3,2440
146340,1-6-4,2870
146341,1-3-4,1040
146342,1-2-4,410
146343,2-1-4,1990
146344,2-1-3,3590
146213,1-2-3,690
146214,2-1-3,6000
146215,3-1-6,5570
146216,1-2-3,1430
146217,1-2-4,1850
146218,1-3-4,790
146219,1-3-2,1060
146220,1-4-6,2370
146221,3-1-5,4490
146222,3-4-2,12050
146223,1-3-2,690
146224,1-2-5,2490
146273,1-2-3,730
146274,1-5-4,1920
146275,1-4-3,960
146276,5-2-3,27880
146277,3-5-2,2790
146278,5-3-6,25190
146279,2-1-3,1120
146280,4-6-1,2500
146281,3-1-6,1500
146282,1-3-2,1680
146283,3-6-2,46660
146284,5-1-6,12690
