race_id,rank,lane
148682,3,4
148683,1,1
148683,2,3
148683,3,4
148684,1,1
148684,2,3
148684,3,2
148781,1,1
148781,2,2
148781,3,4
148782,1,1
148782,2,2
148782,3,3
148783,1,1
148783,2,6
148783,3,2
148784,1,2
148784,2,3
148784,3,4
148785,1,3
148785,2,1
148785,3,6
148786,1,1
148786,2,3
148786,3,6
148787,1,1
148787,2,5
148787,3,6
148788,1,1
148788,2,3
148788,3,5
148789,1,1
148789,2,3
148789,3,2
148790,1,1
148790,2,5
148790,3,6
148791,1,1
148791,2,5
148791,3,6
148792,1,1
148792,2,2
148792,3,4
148757,1,1
148757,2,3
148757,3,2
148758,1,2
148758,2,1
148758,3,6
148759,1,4
148759,2,3
148759,3,6
148760,1,3
148760,2,4
148760,3,1
148761,1,5
148761,2,1
148761,3,4
148762,1,4
148762,2,2
148762,3,1
148763,1,1
148763,2,2
148763,3,5
148764,1,1
148764,2,4
148764,3,2
148765,1,1
148765,2,2
148765,3,4
148766,1,1
148766,2,2
148766,3,3
148767,1,4
148767,2,3
148767,3,6
148768,1,2
148768,2,1
148768,3,3
148709,1,3
148709,2,1
148709,3,2
148710,1,1
148710,2,5
148710,3,3
148711,1,1
148711,2,2
148711,3,6
148712,1,2
148712,2,5
148712,3,4
148713,1,4
148713,2,5
148713,3,1
148714,1,1
148714,2,6
148714,3,3
148715,1,1
148715,2,2
148715,3,3
148716,1,2
148716,2,1
148716,3,3
148717,1,2
148717,2,1
148717,3,5
148718,1,3
148718,2,1
148718,3,4
148719,1,1
148719,2,6
148719,3,4
148720,1,3
148720,2,1
148720,3,4
148661,1,6
148661,2,1
148661,3,4
148662,1,3
148662,2,5
148662,3,6
148663,1,1
148663,2,3
148663,3,2
148664,1,2
148664,2,3
148664,3,5
148665,1,4
148665,2,5
148665,3,6
148666,1,4
148666,2,2
148666,3,1
148667,1,3
148667,2,5
148667,3,1
148668,1,6
148668,2,1
148668,3,3
148669,1,1
148669,2,3
148669,3,2
148670,1,1
148670,2,3
148670,3,4
148671,1,3
148671,2,2
148671,3,1
148672,1,3
148672,2,2
148672,3,4
148637,1,1
148637,2,4
148637,3,2
148638,1,2
148638,2,5
148638,3,4
148639,1,1
148639,2,4
148639,3,3
148640,1,2
148640,2,1
148640,3,6
148641,1,1
148641,2,3
148641,3,4
148642,1,2
148642,2,1
148642,3,3
148643,1,1
148643,2,4
148643,3,3
148644,1,2
148644,2,4
148644,3,6
148645,1,1
148645,2,2
148646,1,5
148646,2,1
148646,3,2
148647,1,2
148647,2,4
148647,3,3
148648,1,1
148648,2,4
148648,3,6
148649,1,1
148649,2,2
148649,3,5
148650,1,6
148650,2,3
148650,3,5
148651,1,2
148651,2,5
148651,3,4
148652,1,4
148652,2,3
148652,3,6
148653,1,1
148653,2,2
148653,3,5
148654,1,1
148654,2,4
148654,3,5
148655,1,1
148655,2,3
148655,3,6
148656,1,1
148656,2,5
148656,3,4
148657,1,1
148657,2,5
148657,3,3
148658,1,1
148658,2,3
148658,3,2
148659,1,4
148659,2,1
148659,3,2
148660,1,3
148660,2,6
148660,3,5
148685,1,2
148685,2,1
148685,3,3
148686,1,3
148686,2,2
148686,3,4
148687,1,2
148687,2,6
148687,3,3
148688,1,4
148688,2,1
148688,3,5
148689,1,1
148689,2,2
148689,3,6
148690,1,6
148690,2,4
148690,3,2
148691,1,4
148691,2,3
148691,3,2
148692,1,4
148692,2,6
148692,3,1
148693,1,1
148693,2,3
148693,3,5
148694,1,1
148694,2,2
148694,3,5
148695,1,1
148695,2,5
148695,3,3
148696,1,1
148696,2,2
148696,3,3
148721,1,1
148721,2,3
148721,3,6
148722,1,5
148722,2,3
148722,3,6
148723,1,3
148723,2,1
148723,3,5
148724,1,1
148724,2,4
148724,3,3
148725,1,5
148725,2,1
148725,3,2
148726,1,4
148726,2,1
148726,3,6
148727,1,2
148727,2,1
148727,3,6
148728,1,1
148728,2,3
148728,3,6
148729,1,1
148729,2,3
148729,3,6
148730,1,1
148730,2,3
148730,3,2
148731,1,1
148731,2,2
148731,3,5
148732,1,1
148732,2,4
148732,3,5
