race_id,rank,lane
145250,1,2
145250,2,1
145250,3,4
145251,1,1
145251,2,5
145251,3,2
145252,1,1
145252,2,3
145252,3,2
145349,1,1
145349,2,2
145349,3,6
145350,1,1
145350,2,2
145350,3,4
145351,1,3
145351,2,4
145351,3,1
145352,1,1
145352,2,3
145352,3,4
145353,1,2
145353,2,4
145353,3,1
145354,1,5
145354,2,1
145354,3,2
145355,1,1
145355,2,3
145355,3,6
145356,1,1
145356,2,2
145356,3,4
145357,1,3
145357,2,5
145357,3,4
145358,1,1
145358,2,3
145358,3,2
145359,1,1
145359,2,3
145359,3,6
145360,1,1
145360,2,6
145360,3,2
145289,1,1
145289,2,4
145289,3,5
145290,1,1
145290,2,3
145290,3,2
145291,1,4
145291,2,1
145291,3,3
145292,1,2
145292,2,1
145292,3,3
145293,1,1
145293,2,2
145293,3,6
145294,1,1
145294,2,3
145294,3,2
145295,1,3
145295,2,1
145295,3,4
145296,1,3
145296,2,4
145296,3,2
145297,1,1
145297,2,3
145297,3,6
145298,1,2
145298,2,1
145298,3,4
145299,1,1
145299,2,3
145299,3,2
145300,1,1
145300,2,4
145300,3,2
145253,1,1
145253,2,3
145253,3,5
145254,1,1
145254,2,3
145254,3,6
145255,1,1
145255,2,6
145255,3,5
145256,1,1
145256,2,2
145256,3,3
145257,1,1
145257,2,3
145257,3,4
145258,1,1
145258,2,5
145258,3,2
145259,1,1
145259,2,2
145259,3,3
145260,1,2
145260,2,1
145260,3,4
145261,1,1
145261,2,6
145261,3,2
145262,1,1
145262,2,5
145262,3,2
145263,1,3
145263,2,1
145263,3,4
145264,1,3
145264,2,1
145264,3,2
145313,1,3
145313,2,1
145313,3,6
145314,1,4
145314,2,1
145314,3,5
145315,1,3
145315,2,4
145315,3,6
145316,1,1
145316,2,4
145316,3,2
145317,1,1
145317,2,4
145317,3,3
145318,1,2
145318,2,3
145318,3,1
145319,1,1
145319,2,3
145319,3,5
145320,1,3
145320,2,5
145320,3,2
145321,1,1
145321,2,3
145321,3,6
145322,1,4
145322,2,1
145322,3,2
145323,1,3
145323,2,1
145323,3,4
145324,1,1
145324,2,2
145324,3,4
145385,1,1
145385,2,2
145385,3,6
145386,1,2
145386,2,1
145386,3,3
145387,1,1
145387,2,3
145387,3,2
145388,1,3
145388,2,6
145388,3,2
145389,1,1
145389,2,3
145389,3,2
145390,1,1
145390,2,6
145390,3,3
145391,1,1
145391,2,3
145391,3,2
145392,1,1
145392,2,2
145392,3,3
145393,1,1
145393,2,5
145393,3,2
145394,1,1
145394,2,2
145394,3,3
145395,1,3
145395,2,1
145395,3,4
145396,1,1
145396,2,4
145396,3,3
145373,1,2
145373,2,5
145373,3,4
145374,1,2
145374,2,1
145374,3,3
145375,1,4
145375,2,3
145375,3,6
145376,1,1
145376,2,3
145376,3,2
145377,1,2
145377,2,1
145377,3,4
145378,1,1
145378,2,5
145378,3,6
145379,1,2
145379,2,1
145379,3,3
145380,1,4
145380,2,2
145380,3,3
145381,1,1
145381,2,3
145381,3,6
145382,1,1
145382,2,2
145382,3,4
145383,1,1
145383,2,3
145383,3,6
145384,1,1
145384,2,2
145384,3,3
145265,1,2
145265,2,4
145265,3,3
145266,1,6
145266,2,2
145266,3,3
145267,1,1
145267,2,5
145267,3,4
145268,1,3
145268,2,6
145268,3,5
145269,1,3
145269,2,1
145269,3,5
145270,1,1
145270,2,2
145270,3,3
145271,1,4
145271,2,3
145271,3,1
145272,1,2
145272,2,3
145272,3,5
145273,1,6
145273,2,2
145273,3,1
145274,1,5
145274,2,3
145274,3,1
145275,1,1
145275,2,6
145275,3,2
145276,1,2
145276,2,1
145276,3,4
145337,1,1
145337,2,3
145337,3,5
145338,1,1
145338,2,5
145338,3,3
145339,1,3
145339,2,1
145339,3,5
145340,1,4
145340,2,2
145340,3,5
145341,1,1
145341,2,2
145341,3,5
145342,1,2
145342,2,1
145342,3,5
145343,1,1
145343,2,4
145343,3,3
145344,1,1
145344,2,2
145344,3,3
145345,1,6
145345,2,3
145345,3,4
145346,1,2
145346,2,4
145346,3,3
145347,1,1
145347,2,2
145347,3,5
145348,1,2
145348,2,6
145348,3,5
