race_id,rank,lane
148205,1,1
148205,2,2
148205,3,4
148206,1,1
148206,2,3
148206,3,6
148207,1,3
148207,2,6
148207,3,5
148208,1,2
148208,2,1
148208,3,4
148209,1,1
148209,2,3
148209,3,5
148210,1,2
148210,2,1
148210,3,4
148211,1,3
148211,2,4
148211,3,6
148212,1,1
148212,2,2
148212,3,4
148213,1,5
148213,2,2
148213,3,1
148214,1,5
148214,2,1
148214,3,4
148215,1,1
148215,2,4
148215,3,2
148216,1,1
148216,2,4
148216,3,6
148169,1,1
148169,2,3
148169,3,4
148170,1,3
148170,2,2
148170,3,1
148171,1,2
148171,2,1
148171,3,3
148172,1,4
148172,2,2
148172,3,5
148173,1,4
148173,2,6
148173,3,2
148174,1,5
148174,2,1
148174,3,6
148175,1,3
148175,2,1
148175,3,2
148176,1,2
148176,2,6
148176,3,1
148177,1,3
148177,2,2
148177,3,5
148178,1,1
148178,2,3
148178,3,4
148179,1,3
148179,2,1
148179,3,5
148180,1,1
148180,2,3
148180,3,2
148217,1,1
148217,2,3
148217,3,2
148218,1,1
148218,2,4
148218,3,5
148219,1,6
148219,2,3
148219,3,4
148220,1,1
148220,2,2
148220,3,4
148221,1,1
148221,2,3
148221,3,4
148222,1,6
148222,2,5
148222,3,1
148223,1,1
148223,2,2
148223,3,3
148224,1,1
148224,2,5
148224,3,3
148225,1,1
148225,2,3
148225,3,4
148226,1,5
148226,2,3
148226,3,1
148227,1,2
148227,2,1
148227,3,3
148228,1,1
148228,2,2
148228,3,5
148253,1,1
148253,2,3
148253,3,2
148254,1,1
148254,2,3
148254,3,5
148255,1,1
148255,2,5
148255,3,6
148256,1,2
148256,2,5
148256,3,1
148257,1,2
148257,2,3
148257,3,1
148258,1,1
148258,2,4
148258,3,3
148259,1,4
148259,2,1
148259,3,2
148260,1,3
148260,2,1
148260,3,4
148261,1,4
148261,2,1
148261,3,3
148262,1,1
148262,2,2
148262,3,4
148263,1,1
148263,2,3
148263,3,5
148264,1,1
148264,2,3
148264,3,2
148133,1,2
148133,2,1
148133,3,4
148134,1,4
148134,2,3
148134,3,1
148135,1,2
148135,2,3
148135,3,4
148136,1,5
148136,2,2
148136,3,6
148137,1,1
148137,2,3
148137,3,2
148138,1,3
148138,2,4
148138,3,1
148139,1,4
148139,2,1
148139,3,3
148140,1,1
148140,2,5
148140,3,6
148141,1,1
148141,2,3
148141,3,5
148142,1,1
148142,2,3
148142,3,5
148143,1,1
148143,2,4
148143,3,6
148144,1,1
148144,2,2
148144,3,6
148265,1,1
148265,2,4
148265,3,6
148266,1,3
148266,2,2
148266,3,5
148267,1,3
148267,2,1
148267,3,4
148268,1,2
148268,2,3
148268,3,6
148269,1,2
148269,2,1
148269,3,3
148270,1,1
148270,2,4
148270,3,6
148271,1,1
148271,2,2
148271,3,3
148272,1,1
148272,2,2
148272,3,5
148273,1,2
148273,2,6
148273,3,5
148274,1,3
148274,2,1
148274,3,2
148275,1,3
148275,2,4
148275,3,6
148276,1,1
148276,2,2
148276,3,6
148229,1,1
148229,2,4
148229,3,3
148230,1,4
148230,2,5
148230,3,2
148231,1,3
148231,2,1
148231,3,4
148232,1,1
148232,2,2
148232,3,4
148233,1,1
148233,2,5
148233,3,2
148234,1,2
148234,2,6
148234,3,1
148235,1,1
148235,2,5
148235,3,2
148236,1,5
148236,2,1
148236,3,6
148237,1,3
148237,2,1
148237,3,4
148238,1,1
148238,2,3
148238,3,4
148239,1,2
148239,2,1
148239,3,4
148240,1,1
148240,2,2
148240,3,6
148181,1,5
148181,2,1
148181,3,3
148182,1,1
148182,2,3
148182,3,5
148183,1,1
148183,2,6
148183,3,4
148184,1,1
148184,2,2
148184,3,3
148185,1,4
148185,2,5
148185,3,1
148186,1,1
148186,2,4
148186,3,2
148187,1,3
148187,2,1
148187,3,6
148188,1,2
148188,2,5
148188,3,3
148189,1,4
148189,2,1
148189,3,2
148190,1,4
148190,2,6
148190,3,5
148191,1,1
148191,2,2
148191,3,3
148192,1,1
148192,2,3
148192,3,2
148121,1,3
148121,2,5
148121,3,4
148122,1,1
148122,2,6
148122,3,3
148123,1,3
148123,2,5
148123,3,1
148124,1,5
148124,2,4
148124,3,2
148125,1,1
148125,2,5
148125,3,2
148126,1,1
148126,2,6
148126,3,2
148127,1,2
148127,2,5
148127,3,1
148128,1,1
148128,2,4
148128,3,3
148129,1,1
148129,2,3
148129,3,6
148130,1,1
148130,2,2
148130,3,3
148131,1,1
148131,2,5
148131,3,3
148132,1,1
148132,2,5
148132,3,3
148097,1,3
148097,2,1
148097,3,4
148098,1,1
148098,2,2
148098,3,3
148099,1,2
148099,2,3
148099,3,1
148100,1,1
148100,2,2
148100,3,4
148101,1,4
148101,2,1
148101,3,5
148102,1,3
148102,2,4
148102,3,6
148103,1,1
148103,2,2
148103,3,5
148104,1,2
148104,2,5
148104,3,3
148105,1,2
148105,2,6
148105,3,3
148106,1,6
148106,2,3
148106,3,4
148107,1,1
148107,2,5
148107,3,3
148108,1,3
148108,2,5
148108,3,2
148109,1,3
148109,2,4
148109,3,5
148110,1,2
148110,2,1
148110,3,5
148111,1,1
148111,2,4
148111,3,3
148112,1,1
148112,2,5
148112,3,3
148113,1,4
148113,2,3
148113,3,1
148114,1,4
148114,2,2
148114,3,1
148115,1,1
148115,2,6
148115,3,4
148116,1,1
148116,2,4
148116,3,2
148117,1,1
148117,2,4
148117,3,2
148118,1,4
148118,2,6
148118,3,1
148119,1,6
148119,2,5
148119,3,1
148120,1,1
148120,2,3
148120,3,2
148157,1,1
148157,2,3
148157,3,5
148158,1,1
148158,2,3
148158,3,5
148159,1,1
148159,2,3
148159,3,5
148160,1,1
148160,2,5
148160,3,4
148161,1,4
148161,2,1
148161,3,5
148162,1,5
148162,2,1
148162,3,3
148163,1,1
148163,2,2
148163,3,4
148164,1,1
148164,2,4
148164,3,3
148165,1,4
148165,2,2
148165,3,1
148166,1,1
148166,2,2
148166,3,4
148167,1,4
148167,2,6
148167,3,2
148168,1,1
148168,2,2
148168,3,4
148241,1,3
148241,2,5
148241,3,1
148242,1,1
148242,2,5
148242,3,6
148243,1,5
148243,2,1
148243,3,2
148244,1,3
148244,2,1
148244,3,2
148245,1,1
148245,2,3
148245,3,5
148246,1,1
148246,2,3
148246,3,4
148247,1,1
148247,2,3
148247,3,4
148248,1,1
148248,2,3
148248,3,2
148249,1,3
148249,2,2
148249,3,1
148250,1,1
148250,2,2
148250,3,3
148251,1,2
148251,2,5
148251,3,4
148252,1,1
148252,2,3
148252,3,2
148145,1,1
148145,2,3
148145,3,4
148146,1,1
148146,2,6
148146,3,3
148147,1,5
148147,2,4
148147,3,2
148148,1,3
148148,2,4
148148,3,6
148149,1,3
148149,2,1
148149,3,5
148150,1,1
148150,2,5
148150,3,3
148151,1,1
148151,2,2
148151,3,5
148152,1,1
148152,2,2
148152,3,3
148153,1,3
148153,2,1
148153,3,5
148154,1,1
148154,2,2
148154,3,4
148155,1,4
148155,2,3
148155,3,1
148156,1,1
148156,2,5
148156,3,2
148193,1,1
148193,2,2
148193,3,3
148194,1,3
148194,2,4
148194,3,2
148195,1,1
148195,2,4
148195,3,3
148196,1,3
148196,2,1
148196,3,2
148197,1,1
148197,2,3
148197,3,2
148198,1,4
148198,2,2
148198,3,5
148199,1,1
148199,2,4
148199,3,3
148200,1,3
148200,2,2
148200,3,6
148201,1,5
148201,2,4
148201,3,1
148202,1,1
148202,2,4
148202,3,2
148203,1,4
148203,2,5
148203,3,1
148204,1,3
148204,2,1
148204,3,5
