race_id,combo,amount
150138,1-4-6,470
150139,1-4-2,1720
150140,1-4-2,1220
150141,2-1-3,3390
150142,3-2-1,1500
150143,1-2-3,1020
150144,4-3-2,3730
150145,1-2-4,3210
150146,1-5-2,1310
150147,3-5-1,9410
150148,1-2-4,1600
150149,1-2-6,5080
150162,1-5-3,1210
150163,2-1-3,3330
150164,2-1-3,1910
150165,2-1-3,2390
150166,6-5-1,20320
150167,1-2-6,500
150168,1-2-6,860
150169,1-3-2,1060
150170,1-2-4,640
150171,1-2-4,980
150172,1-3-2,460
150173,1-3-4,990
150174,5-4-3,1970
150175,2-5-1,3010
150176,2-1-6,1410
150177,3-1-4,6090
150178,4-2-1,6700
150179,4-3-2,68920
150180,1-2-4,730
150181,2-1-5,13520
150182,3-4-1,2880
150183,1-2-3,2140
150184,1-2-5,2100
150185,4-6-2,14200
150186,1-2-4,1080
150187,1-3-6,1100
150188,1-4-3,1340
150189,1-4-3,2490
150190,4-1-6,3170
150191,3-1-6,8330
150192,1-2-4,2770
150193,1-5-3,1770
150194,3-4-2,2500
150195,1-2-4,940
150196,1-5-2,2370
150197,1-5-2,2710
150114,1-2-4,1090
150115,2-4-6,26790
150116,5-2-1,4880
150117,6-5-1,26700
150118,6-4-2,45600
150119,1-4-3,2990
150120,1-6-2,890
150121,3-1-2,2070
150122,1-3-6,5640
150123,3-1-6,14860
150124,2-1-5,920
150125,1-4-5,1300
150198,1-3-2,610
150199,1-6-4,1620
150200,1-4-6,2500
150201,4-5-2,4720
150202,1-5-6,3020
150203,2-3-5,3690
150204,3-4-6,13840
150205,1-3-4,300
150206,1-3-6,4680
150207,1-2-5,960
150208,3-5-4,9740
150209,1-3-2,1200
150078,4-1-6,12870
150079,2-5-6,4630
150080,2-1-4,1340
150081,2-1-4,3300
150082,3-1-4,2430
150083,3-1-6,5150
150084,1-3-4,1130
150085,1-6-2,1150
150086,1-2-3,740
150087,1-2-4,1580
150088,5-2-4,69740
150089,1-3-5,1620
150066,2-3-4,1770
150067,1-2-4,1970
150068,2-6-4,17900
150069,2-1-4,1960
150070,4-1-3,8690
150071,1-5-4,1140
150072,3-5-1,3670
150073,1-3-5,710
150074,1-2-4,600
150075,3-4-2,5490
150076,1-5-6,5100
150077,3-1-4,2080
150090,1-5-3,1560
150091,1-4-5,3330
150092,5-3-4,4180
150093,1-2-6,2390
150094,2-4-6,9630
150095,1-2-3,410
150096,1-5-6,21520
150097,1-3-4,980
150098,1-2-3,360
150099,1-4-3,1520
150100,1-2-3,350
150101,1-4-2,2720
150102,1-2-4,3800
150103,1-6-4,9650
150104,1-3-2,1710
150105,1-3-2,810
150106,1-5-2,6310
150107,4-1-3,1620
150108,4-3-1,3700
150109,6-2-3,207790
150110,1-5-2,1910
150111,4-6-5,6620
150112,1-4-3,1860
150113,1-2-3,980
150150,1-5-6,6360
150151,2-3-4,1930
150152,1-2-4,1710
150153,4-2-5,4020
150154,1-2-5,3270
150155,1-5-4,14810
150156,1-5-2,14890
150157,3-5-1,3740
150158,1-3-6,970
150159,3-1-2,1510
150160,1-3-5,4640
150161,4-2-6,10190
150222,1-2-4,1860
150223,2-1-4,1640
150224,3-2-6,9830
150225,1-2-4,560
150226,3-1-6,1620
150227,2-1-3,3240
150228,1-4-3,1510
150229,1-3-5,820
150230,1-3-5,3450
150231,2-1-4,6390
150232,1-2-4,1050
150233,1-4-2,2180
150210,1-2-3,590
150211,2-5-1,7540
150212,1-2-5,1350
150213,3-1-6,10080
150214,5-4-3,5810
150215,2-6-4,24220
150216,1-3-5,1750
150217,1-3-5,1230
150218,1-2-6,1810
150219,3-1-4,4240
150220,2-1-3,6740
150221,1-2-3,570
