race_id,date,venue,lane,player_id,global_win_rate,global_2rate,local_win_rate,local_2rate,local_race_cnt,grade_period,avg_st,course_rank1,course_count,course_rank2,recent10_avg_rank,recent10_win_rate,recent10_st_mean,recent10_count,exhibit_time_raw,exhibit_time_rel,start_timing,motor_2rate,motor_2rate_rel,wind_speed,wave_height,temperature,score_total_current,model_version,is_winner
150066,2026-09-22,桐生,1,5201,5.45,34.4,0.125,0.125,8,B2,0.25,19,38,29,4.4,0.1,0.207,10,6.79,1,0.07,31.79,0,3,2,22,27.15,v2_lr,0
150066,2026-09-22,桐生,2,3654,6.17,46.6,0.4286,0.619,21,A2,0.16,19,84,48,2.9,0.3,0.135,10,6.88,0.3571,-0.05,32.83,0.1067,3,2,22,34.88,v2_lr,1
150066,2026-09-22,桐生,3,4834,5.81,35.8,0.3214,0.4286,28,A2,0.15,7,88,24,3.2,0.3,0.149,10,6.82,0.7857,0.13,32.16,0.0379,3,2,22,27.76,v2_lr,0
150066,2026-09-22,桐生,4,5427,2.44,2.1,0,0,25,B1,,0,25,0,4.6,0,0.183,10,6.8,0.9286,-0.09,36.79,0.5128,3,2,22,4.75,v2_lr,0
150066,2026-09-22,桐生,5,3538,4.58,23,0.1273,0.2727,55,B2,0.22,0,44,2,4.1,0,0.18,10,6.93,0,-0.04,41.54,1,3,2,22,4.47,v2_lr,0
150066,2026-09-22,桐生,6,3352,4.51,11.4,0,0.0556,18,B1,,7,241,33,3.2,0,0.137,10,6.9,0.2143,-0.02,36.36,0.4687,3,2,22,0.99,v2_lr,0
150067,2026-09-22,桐生,1,5265,3.47,14.1,0,0,12,B1,0.15,9,45,19,3.7,0.1,0.141,10,6.76,0.8261,0.01,31.55,0.0342,3,2,27,23.96,v2_lr,1
150067,2026-09-22,桐生,2,4987,4.09,19.1,0.0946,0.2432,74,B1,0.16,2,56,7,4,0,0.148,10,6.88,0.3043,0.01,42.21,0.6229,3,2,27,23.07,v2_lr,0
150067,2026-09-22,桐生,3,3994,5.3,32.7,0,0.25,12,B1,0.2,5,71,18,4.5,0,0.188,10,6.89,0.2609,0.01,41.67,0.593,3,2,27,8.26,v2_lr,0
150067,2026-09-22,桐生,4,4443,5.4,33.3,0.3333,0.6667,3,B1,0.16,6,69,25,3,0.2,0.198,10,6.78,0.7391,-0.02,49.04,1,3,2,27,35.51,v2_lr,0
150067,2026-09-22,桐生,5,5415,1.29,0,0,0,20,B2,,0,52,0,5.1,0,0.173,10,6.95,0,0.01,46.75,0.8736,3,2,27,1.93,v2_lr,0
150067,2026-09-22,桐生,6,4478,6.37,43.2,0.1935,0.4839,31,A1,0.14,1,61,9,2.8,0.2,0.126,10,6.72,1,0.04,30.93,0,3,2,27,7.27,v2_lr,0
150068,2026-09-22,桐生,1,5061,3.69,17.6,0.0909,0.2727,22,B1,0.17,7,35,13,5.3,0,0.186,10,6.83,0.2105,0.09,38.86,0.3067,2,1,27,19.09,v2_lr,0
150068,2026-09-22,桐生,2,4330,5.97,40.6,0.25,0.75,4,A2,0.12,12,61,24,2.5,0.3,0.126,10,6.68,1,0.14,50.59,1,2,1,27,28.61,v2_lr,1
150068,2026-09-22,桐生,3,4311,6.53,48.7,0.3,0.4,20,A1,0.12,15,77,34,2.4,0.5,0.169,10,6.72,0.7895,0.11,34.41,0.0437,2,1,27,24.86,v2_lr,0
150068,2026-09-22,桐生,4,4798,6.37,41.9,0.25,0.4063,32,A1,0.13,9,81,28,2.6,0.2,0.106,10,6.71,0.8421,-0.07,33.67,0,2,1,27,17.51,v2_lr,0
150068,2026-09-22,桐生,5,3054,4.87,29.5,0.2308,0.4615,13,B1,0.19,2,44,8,3.2,0,0.191,10,6.87,0,-0.06,39.41,0.3392,2,1,27,7.26,v2_lr,0
150068,2026-09-22,桐生,6,4485,5.26,32.7,0.1739,0.5652,23,B1,0.17,3,67,6,3.2,0.3,0.138,10,6.86,0.0526,-0.01,37.88,0.2488,2,1,27,2.68,v2_lr,0
150069,2026-09-22,桐生,1,4501,4.92,31.3,0.3846,0.5385,13,B1,0.14,48,86,64,3.6,0.3,0.135,10,6.76,1,0.29,35.26,1,2,1,27,37.05,v2_lr,0
150069,2026-09-22,桐生,2,4627,6.18,46.4,0.3846,0.4615,13,A2,0.11,16,59,35,3.4,0.3,0.148,10,6.8,0.8182,0.17,28.18,0.0207,2,1,27,34.65,v2_lr,1
