race_id,rank,lane
146321,1,3
146321,2,1
146321,3,4
146322,1,1
146322,2,4
146322,3,3
146323,1,1
146323,2,2
146323,3,3
146324,1,1
146324,2,2
146324,3,5
146325,1,1
146325,2,2
146325,3,4
146326,1,1
146326,2,2
146326,3,5
146327,1,1
146327,2,3
146327,3,2
146328,1,3
146328,2,4
146328,3,6
146329,1,1
146329,2,6
146329,3,3
146330,1,1
146330,2,4
146330,3,2
146331,1,3
146331,2,1
146331,3,5
146332,1,1
146332,2,2
146332,3,3
146285,1,1
146285,2,2
146285,3,5
146286,1,4
146286,2,1
146286,3,5
146287,1,5
146287,2,4
146287,3,6
146288,1,4
146288,2,6
146288,3,3
146289,1,1
146289,2,2
146289,3,3
146290,1,5
146290,2,1
146290,3,3
146291,1,2
146291,2,1
146291,3,6
146292,1,1
146292,2,2
146292,3,6
146293,1,3
146293,2,1
146293,3,2
146294,1,3
146294,2,5
146294,3,1
146295,1,1
146295,2,4
146295,3,5
146296,1,5
146296,2,1
146296,3,2
146297,1,1
146297,2,5
146297,3,3
146298,1,3
146298,2,1
146298,3,4
146299,1,1
146299,2,3
146299,3,4
146300,1,6
146300,2,5
146300,3,3
146301,1,4
146301,2,2
146301,3,3
146302,1,1
146302,2,6
146302,3,2
146303,1,1
146303,2,3
146303,3,4
146304,1,1
146304,2,6
146304,3,5
146305,1,1
146305,2,3
146305,3,4
146306,1,5
146306,2,1
146306,3,4
146307,1,4
146307,2,1
146307,3,2
146308,1,1
146308,2,4
146308,3,3
146345,1,1
146345,2,4
146345,3,6
146346,1,1
146346,2,3
146346,3,2
146347,1,1
146347,2,2
146347,3,4
146348,1,1
146348,2,2
146348,3,3
146349,1,1
146349,2,2
146349,3,4
146350,1,1
146350,2,3
146350,3,6
146351,1,1
146351,2,5
146351,3,4
146352,1,5
146352,2,4
146352,3,6
146353,1,1
146353,2,3
146353,3,4
146354,1,1
146354,2,4
146354,3,6
146355,1,3
146355,2,6
146355,3,4
146356,1,1
146356,2,2
146356,3,3
146201,1,1
146201,2,3
146201,3,2
146202,1,3
146202,2,4
146202,3,6
146203,1,4
146203,2,3
146203,3,5
146204,1,1
146204,2,5
146204,3,3
146205,1,3
146205,2,4
146205,3,1
146206,1,1
146206,2,3
146206,3,4
146207,1,1
146207,2,2
146207,3,4
146208,1,4
146208,2,6
146208,3,1
146209,1,1
146209,2,3
146209,3,5
146210,1,1
146210,2,3
146210,3,2
146211,1,2
146211,2,1
146211,3,6
146212,1,1
146212,2,5
146212,3,4
146357,1,5
146357,2,4
146357,3,2
146358,1,5
146358,2,1
146358,3,3
146359,1,3
146359,2,1
146359,3,5
146360,1,1
146360,2,3
146360,3,4
146361,1,2
146361,2,3
146361,3,1
146362,1,4
146362,2,1
146362,3,5
146363,1,1
146363,2,2
146363,3,4
146364,1,3
146364,2,1
146364,3,6
146365,1,2
146365,2,4
146365,3,6
146366,1,6
146366,2,2
146366,3,4
146367,1,1
146367,2,3
146367,3,5
146368,1,1
146368,2,3
146368,3,4
146261,1,4
146261,2,5
146261,3,1
146262,1,4
146262,2,5
146262,3,6
146263,1,5
146263,2,2
146263,3,4
146264,1,1
146264,2,2
146264,3,3
146265,1,2
146265,2,1
146265,3,3
146266,1,1
146266,2,3
146266,3,4
146267,1,2
146267,2,1
146267,3,3
146268,1,2
146268,2,1
146268,3,3
146269,1,1
146269,2,6
146269,3,4
146270,1,1
146270,2,3
146270,3,6
146271,1,2
146271,2,1
146271,3,3
146272,1,1
146272,2,4
146272,3,6
146225,1,1
146225,2,4
146225,3,2
146226,1,1
