race_id,combo,amount
148733,2-1-4,7250
148734,2-3-6,3760
148735,3-5-2,1980
148736,5-2-3,22850
148737,2-4-3,3710
148738,2-1-5,3050
148739,3-1-4,2170
148740,2-1-4,900
148741,5-4-3,10100
148742,1-5-2,1240
148743,1-3-6,1530
148744,1-4-6,2640
148697,1-2-3,890
148698,3-5-2,96720
148699,1-2-6,3370
148700,4-5-2,4250
148701,2-6-1,8800
148702,4-3-6,2540
148703,2-1-4,1540
148704,1-2-6,3470
148705,1-6-4,25740
148706,3-1-6,2860
148707,1-2-4,1390
148708,1-6-4,9410
148745,1-3-2,1180
148746,3-4-2,12970
148747,5-1-3,30460
148748,1-2-5,3440
148749,2-3-1,1630
148750,4-1-5,19890
148751,2-3-4,1250
148752,4-2-1,6070
148753,3-1-5,3530
148754,2-4-5,22570
148755,1-2-3,840
148756,1-2-3,650
148769,1-2-5,1300
148770,2-3-4,20490
148771,1-4-5,2560
148772,6-5-4,1470
148773,1-2-6,4280
148774,1-5-2,3110
148775,1-4-6,1330
148776,3-6-1,13500
148777,4-6-2,43500
148778,2-1-3,3470
148779,1-2-3,390
148780,1-3-2,1190
148673,1-6-2,1480
148674,1-5-6,2170
148675,4-1-5,14780
148676,2-4-1,7760
148677,1-4-3,2730
148678,3-2-4,6700
148679,3-1-2,4000
148680,1-3-2,940
148681,1-6-4,5760
148682,1-5-4,7190
148683,1-3-4,1410
148684,1-3-2,1000
148781,1-2-4,660
148782,1-2-3,820
148783,1-6-2,1100
148784,2-3-4,4280
148785,3-1-6,1010
148786,1-3-6,2300
148787,1-5-6,2360
148788,1-3-5,1560
148789,1-3-2,610
148790,1-5-6,2020
148791,1-5-6,6140
148792,1-2-4,1280
148757,1-3-2,910
148758,2-1-6,860
148759,4-3-6,3650
148760,3-4-1,700
148761,5-1-4,7830
148762,4-2-1,7330
148763,1-2-5,1850
148764,1-4-2,2520
148765,1-2-4,480
148766,1-2-3,1140
148767,4-3-6,9800
148768,2-1-3,3140
148709,3-1-2,960
148710,1-5-3,2460
148711,1-2-6,680
148712,2-5-4,6700
148713,4-5-1,5150
148714,1-6-3,13180
148715,1-2-3,720
148716,2-1-3,800
148717,2-1-5,3520
148718,3-1-4,3460
148719,1-6-4,4500
148720,3-1-4,5830
148661,6-1-4,11300
148662,3-5-6,13130
148663,1-3-2,880
148664,2-3-5,9020
148665,4-5-6,18850
148666,4-2-1,6650
148667,3-5-1,15030
148668,6-1-3,5950
148669,1-3-2,1530
148670,1-3-4,1510
148671,3-2-1,7830
148672,3-2-4,8970
148637,1-4-2,1370
148638,2-5-4,6830
148639,1-4-3,9890
148640,2-1-6,1850
148641,1-3-4,2230
148642,2-1-3,1050
148643,1-4-3,1640
148644,2-4-6,580
148646,5-1-2,4870
148647,2-4-3,66480
148648,1-4-6,2430
148649,1-2-5,1790
148650,6-3-5,10740
148651,2-5-4,8620
148652,4-3-6,1760
148653,1-2-5,1690
148654,1-4-5,54130
148655,1-3-6,480
148656,1-5-4,6770
148657,1-5-3,1730
148658,1-3-2,2920
148659,4-1-2,5400
148660,3-6-5,34070
148685,2-1-3,1820
148686,3-2-4,7840
148687,2-6-3,5430
148688,4-1-5,8470
148689,1-2-6,1770
148690,6-4-2,1840
148691,4-3-2,21450
148692,4-6-1,7910
148693,1-3-5,2510
148694,1-2-5,1130
148695,1-5-3,2040
148696,1-2-3,1160
148721,1-3-6,6000
148722,5-3-6,3120
148723,3-1-5,17950
148724,1-4-3,3460
148725,5-1-2,12590
148726,4-1-6,6830
148727,2-1-6,3110
148728,1-3-6,1160
148729,1-3-6,6680
148730,1-3-2,720
148731,1-2-5,1040
148732,1-4-5,3690
