race_id,date,venue,lane,player_id,global_win_rate,global_2rate,local_win_rate,local_2rate,local_race_cnt,grade_period,avg_st,course_rank1,course_count,course_rank2,recent10_avg_rank,recent10_win_rate,recent10_st_mean,recent10_count,exhibit_time_raw,exhibit_time_rel,start_timing,motor_2rate,motor_2rate_rel,wind_speed,wave_height,temperature,score_total_current,model_version,is_winner
143334,2026-09-11,戸田,6,4649,4.74,25,,,0,B1,0.15,2,75,5,2.8,0.3,0.149,10,6.68,0.3333,-0.08,23.81,0.0167,1,1,19,10.23,v2_lr,0
143335,2026-09-11,戸田,1,3814,4.76,29.1,0,0.1111,9,B1,0.2,20,58,32,4.1,0,0.241,10,6.52,1,-0.01,25,0.4722,1,1,19,21.53,v2_lr,0
143335,2026-09-11,戸田,2,4708,4.19,15,0,0.1538,13,B1,0.17,2,62,9,3,0.2,0.214,10,6.64,0.3684,-0.03,0,0,1,1,19,8.86,v2_lr,0
143335,2026-09-11,戸田,3,5220,6.09,44,0.3707,0.5172,116,A2,0.11,18,84,37,3.2,0.3,0.113,10,6.53,0.9474,0.03,52.94,1,1,1,19,28.89,v2_lr,0
143335,2026-09-11,戸田,4,5008,4.68,26.5,0.0909,0.2727,22,B1,0.16,7,66,13,3.1,0.3,0.129,10,6.59,0.6316,0.12,30.43,0.5748,1,1,19,8.25,v2_lr,0
143335,2026-09-11,戸田,5,4388,5.94,38.6,0.1429,0.5714,7,A2,0.17,8,74,23,3.1,0.3,0.155,10,6.65,0.3158,0.03,37.5,0.7083,1,1,19,11.5,v2_lr,0
143335,2026-09-11,戸田,6,4370,6.86,50.4,0.375,0.5625,16,A1,0.14,7,72,20,2.3,0.4,0.135,10,6.71,0,-0.02,52.17,0.9855,1,1,19,20.98,v2_lr,1
143336,2026-09-11,戸田,1,4615,4.24,20.9,0.1429,0.2857,28,B1,0.15,15,43,20,3.8,0.1,0.166,10,6.73,0,0.14,41.18,0.7451,0,0,19,31.38,v2_lr,0
143336,2026-09-11,戸田,2,4467,6.48,44.7,0.0417,0.375,24,A1,0.13,12,81,35,4.1,0.2,0.171,10,6.65,0.7273,0.06,37.5,0.6041,0,0,19,27.24,v2_lr,1
143336,2026-09-11,戸田,3,4363,5.84,40.1,0.1389,0.3333,36,A2,0.16,10,85,32,3.1,0.2,0.13,10,6.63,0.9091,-0.12,21.74,0,0,0,19,24.38,v2_lr,0
143336,2026-09-11,戸田,4,5313,4.52,22.6,0.0313,0.0938,32,B1,0.15,3,60,5,3.7,0,0.169,10,6.62,1,0.07,47.83,1,0,0,19,8.79,v2_lr,0
143336,2026-09-11,戸田,5,4883,6.14,47.8,0.2143,0.3929,28,A2,0.18,6,53,18,2.2,0.4,0.146,10,6.73,0,0.09,21.74,0,0,0,19,6.31,v2_lr,0
143336,2026-09-11,戸田,6,3161,5.22,37.8,0.1154,0.3846,26,B1,0.21,2,51,16,3.8,0,0.189,10,6.71,0.1818,0.19,23.08,0.0514,0,0,19,1.89,v2_lr,0
143337,2026-09-11,戸田,1,3514,5.57,35.8,0.2,0.4,10,A2,0.16,55,81,65,2.6,0.3,0.168,10,6.66,1,0.03,29.41,0.3949,0,0,20,35.86,v2_lr,0
143337,2026-09-11,戸田,2,4692,4.94,34.9,0.1111,0.2222,9,B1,0.14,6,69,16,4.3,0.1,0.14,10,6.66,1,0.06,25,0.25,0,0,20,20.15,v2_lr,0
143337,2026-09-11,戸田,3,4846,3.99,20.2,0.1,0.25,20,B1,0.14,3,70,13,4.6,0,0.187,10,6.71,0.6429,0.05,39.13,0.7142,0,0,20,13.11,v2_lr,0
143337,2026-09-11,戸田,4,4295,7.01,53,0.2973,0.6216,37,A1,0.14,13,75,36,1.4,0.6,0.106,10,6.71,0.6429,0.04,17.39,0,0,0,20,23.48,v2_lr,1
143337,2026-09-11,戸田,5,3589,4.15,22.8,0.0556,0.25,36,B1,0.18,2,59,8,4.3,0.1,0.126,10,6.78,0.1429,0.03,47.83,1,0,0,20,4.07,v2_lr,0
143337,2026-09-11,戸田,6,4674,5.35,32.3,0.2143,0.3571,14,B1,0.16,0,68,11,3.6,0,0.119,10,6.8,0,0.2,26.09,0.2858,0,0,20,3.33,v2_lr,0
143338,2026-09-11,戸田,1,4887,5.17,38,0.2813,0.375,32,B1,0.15,38,59,46,3.2,0.2,0.169,10,6.55,1,0.14,25,0.2712,1,1,20,33.75,v2_lr,0
143338,2026-09-11,戸田,2,4451,6.04,42.3,,,0,A2,0.14,11,73,33,2.1,0.3,0.113,10,6.62,0.6316,-0.09,44.44,0.964,1,1,20,33.28,v2_lr,1
143338,2026-09-11,戸田,3,4578,5.74,46.6,0.1875,0.375,16,A2,0.18,13,72,30,3.7,0.3,0.192,10,6.69,0.2632,-0.04,22.73,0.1903,1,1,20,12.73,v2_lr,0
143338,2026-09-11,戸田,4,5259,3.03,10,0.0476,0.1429,42,B2,0.19,1,54,7,3.9,0,0.15,10,6.7,0.2105,0.27,17.39,0,1,1,20,3.1,v2_lr,0
143338,2026-09-11,戸田,5,4351,7.01,53.1,0.3333,0.4545,33,A1,0.15,5,63,25,2.3,0.4,0.114,10,6.64,0.5263,0.25,45.45,1,1,1,20,16.55,v2_lr,0
143338,2026-09-11,戸田,6,5455,0,0,0,0,4,B2,,0,35,0,5.6,0,0.243,10,6.74,0,0.05,31.82,0.5143,1,1,20,0.6,v2_lr,0
143339,2026-09-11,戸田,1,4762,6.77,43.4,0.0588,0.1176,17,A1,0.12,96,116,105,2.9,0.2,0.14,10,6.53,1,0.09,54.17,1,1,1,20,46.22,v2_lr,1
143339,2026-09-11,戸田,2,4973,5.03,31.7,0.2105,0.3421,38,B1,0.16,4,73,20,2.6,0.2,0.209,10,6.62,0.5,0.23,53.33,0.9741,1,1,20,31.96,v2_lr,0
143339,2026-09-11,戸田,3,4866,4.07,14.6,0.0769,0.0769,13,B1,0.16,8,65,22,3.9,0,0.185,10,6.71,0,0.26,21.74,0,1,1,20,7.68,v2_lr,0
143339,2026-09-11,戸田,4,3075,4.31,25.5,0.1356,0.339,59,B1,0.16,7,68,24,3,0,0.123,10,6.71,0,0.01,25,0.1005,1,1,20,8.98,v2_lr,0
143339,2026-09-11,戸田,5,3814,4.76,29.1,0,0.1111,9,B1,0.2,2,75,5,4.1,0,0.241,10,6.66,0.2778,0.03,25,0.1005,1,1,20,3.47,v2_lr,0
143339,2026-09-11,戸田,6,4325,4.37,16.4,0.0667,0.1333,15,B1,0.17,0,57,2,4.5,0,0.128,10,6.68,0.1667,-0.03,23.08,0.0413,1,1,20,1.69,v2_lr,0
143340,2026-09-11,戸田,1,5008,4.68,26.5,0.0909,0.2727,22,B1,0.16,21,48,28,3.1,0.3,0.129,10,6.58,1,0.07,30.43,0.3477,1,1,20,29.12,v2_lr,0
143340,2026-09-11,戸田,2,4555,5.26,32.1,0.0714,0.2143,14,B1,0.18,7,64,20,3.6,0.1,0.184,10,6.61,0.7692,0.06,42.86,0.762,1,1,20,20.05,v2_lr,1
143340,2026-09-11,戸田,3,5126,6.49,49.5,0.4286,0.5714,7,A1,0.15,22,79,44,3.2,0.1,0.128,10,6.67,0.3077,-0.01,50,1,1,1,20,32.89,v2_lr,0
143340,2026-09-11,戸田,4,4615,4.24,20.9,0.1429,0.2857,28,B1,0.15,4,59,13,3.8,0.1,0.166,10,6.71,0,0.12,41.18,0.706,1,1,20,6.18,v2_lr,0
143340,2026-09-11,戸田,5,3072,4.14,20.4,0.1,0.3667,30,B1,0.17,1,56,6,3.8,0.1,0.17,10,6.7,0.0769,0.02,20,0,1,1,20,2.61,v2_lr,0
143340,2026-09-11,戸田,6,4886,6.04,31,,,0,A2,0.13,1,71,11,2.6,0.3,0.11,10,6.63,0.6154,0.05,29.41,0.3137,1,1,20,9.14,v2_lr,0
143341,2026-09-11,戸田,1,4388,5.94,38.6,0.1429,0.5714,7,A2,0.17,61,93,73,3.1,0.3,0.155,10,6.72,0,0.14,37.5,0.4638,1,1,20,36.43,v2_lr,1
143341,2026-09-11,戸田,2,4163,5.68,40.6,0,0.5714,7,A2,0.15,7,90,32,2.6,0.2,0.138,10,6.57,1,0.08,54.17,1,1,1,20,28.56,v2_lr,0
143341,2026-09-11,戸田,3,3161,5.22,37.8,0.1154,0.3846,26,B1,0.21,6,81,27,3.8,0,0.189,10,6.72,0,0.13,23.08,0,1,1,20,8.59,v2_lr,0
143341,2026-09-11,戸田,4,3514,5.57,35.8,0.2,0.4,10,A2,0.16,7,67,16,2.6,0.3,0.168,10,6.69,0.2,0.21,29.41,0.2036,1,1,20,9.26,v2_lr,0
143341,2026-09-11,戸田,5,4865,4.23,15.7,0.1667,0.3333,6,B2,0.17,0,42,2,4.4,0.1,0.199,10,6.57,1,0.13,37.5,0.4638,1,1,20,7.63,v2_lr,0
143341,2026-09-11,戸田,6,5038,6.41,47.5,0.25,0.375,16,A2,0.18,3,61,8,2.8,0.2,0.143,10,6.62,0.6667,-0.01,47.83,0.7961,1,1,20,9.53,v2_lr,0
143342,2026-09-11,戸田,1,4363,5.84,40.1,0.1389,0.3333,36,A2,0.16,58,99,80,3.1,0.2,0.13,10,6.62,0.6364,0.11,21.74,0,0,0,20,28.87,v2_lr,1
143342,2026-09-11,戸田,2,4706,5.76,38.9,0.1935,0.2903,31,A2,0.18,14,73,40,2.8,0.1,0.193,10,6.61,0.7273,0.23,66.67,1,0,0,20,27.82,v2_lr,0
143342,2026-09-11,戸田,3,4631,4.63,29.3,0.2143,0.5714,14,B1,0.17,9,60,22,4.7,0,0.185,10,6.69,0,-0.01,25,0.0726,0,0,20,13.05,v2_lr,0
143342,2026-09-11,戸田,4,4692,4.94,34.9,0.1111,0.2222,9,B1,0.14,8,69,17,4.3,0.1,0.14,10,6.63,0.5455,0.06,25,0.0726,0,0,20,5.75,v2_lr,0
143342,2026-09-11,戸田,5,4451,6.04,42.3,,,0,A2,0.14,6,65,18,2.1,0.3,0.113,10,6.68,0.0909,-0.04,44.44,0.5052,0,0,20,12.97,v2_lr,0
143342,2026-09-11,戸田,6,3711,6.1,41.8,,,0,A2,0.16,4,82,11,3.2,0.1,0.14,10,6.58,1,-0.03,36.36,0.3254,0,0,20,11.54,v2_lr,0
143343,2026-09-11,戸田,1,5220,6.09,44,0.3707,0.5172,116,A2,0.11,61,91,74,3.2,0.3,0.113,10,6.51,1,0.03,52.94,0.7655,0,0,20,43.62,v2_lr,1
143343,2026-09-11,戸田,2,4578,5.74,46.6,0.1875,0.375,16,A2,0.18,16,80,43,3.7,0.3,0.192,10,6.69,0.1429,-0.01,22.73,0.0243,0,0,20,20.24,v2_lr,0
143343,2026-09-11,戸田,3,3692,4.39,20.1,0.1667,0.2917,24,B1,0.19,5,70,25,3.3,0.2,0.124,10,6.67,0.2381,-0.01,62.5,1,0,0,20,19.46,v2_lr,0
143343,2026-09-11,戸田,4,4883,6.14,47.8,0.2143,0.3929,28,A2,0.18,11,57,22,2.2,0.4,0.146,10,6.71,0.0476,-0.06,21.74,0,0,0,20,10.44,v2_lr,0
143343,2026-09-11,戸田,5,4572,5.23,35.5,0.16,0.36,25,B1,0.18,1,69,13,4.3,0.1,0.141,10,6.72,0,0.04,26.32,0.1124,0,0,20,4.14,v2_lr,0
143343,2026-09-11,戸田,6,4539,6.3,45.6,0.0769,0.1538,13,A1,0.13,5,78,14,3.3,0.1,0.15,10,6.71,0.0476,-0.04,30.43,0.2132,0,0,20,2.11,v2_lr,0
143344,2026-09-11,戸田,1,4295,7.01,53,0.2973,0.6216,37,A1,0.14,91,122,111,1.4,0.6,0.106,10,6.59,1,-0.1,17.39,0,1,1,21,25.1,v2_lr,0
143344,2026-09-11,戸田,2,4351,7.01,53.1,0.3333,0.4545,33,A1,0.15,19,69,37,2.3,0.4,0.114,10,6.62,0.7,0.03,45.45,0.7629,1,1,21,23.76,v2_lr,0
143344,2026-09-11,戸田,3,4370,6.86,50.4,0.375,0.5625,16,A1,0.14,20,72,41,2.3,0.4,0.135,10,6.69,0,-0.12,52.17,0.9456,1,1,21,25.37,v2_lr,1
143344,2026-09-11,戸田,4,4762,6.77,43.4,0.0588,0.1176,17,A1,0.12,10,69,28,2.9,0.2,0.14,10,6.61,0.8,-0.05,54.17,1,1,1,21,13.35,v2_lr,0
143344,2026-09-11,戸田,5,4467,6.48,44.7,0.0417,0.375,24,A1,0.13,3,73,14,4.1,0.2,0.171,10,6.68,0.1,0.01,37.5,0.5468,1,1,21,2.42,v2_lr,0
143344,2026-09-11,戸田,6,5126,6.49,49.5,0.4286,0.5714,7,A1,0.15,5,81,16,3.2,0.1,0.128,10,6.69,0,-0.01,50,0.8866,1,1,21,10.01,v2_lr,0
143345,2026-09-11,江戸川,1,3859,4.56,27.2,0,0.25,8,B1,0.15,14,48,27,3.9,0.1,0.137,10,6.57,0.5833,0,29.69,0.5033,2,5,20,27.19,v2_lr,1
143345,2026-09-11,江戸川,2,3303,5.27,31.5,0.181,0.4095,105,B1,0.2,6,84,30,3.9,0,0.221,10,6.52,1,-0.03,19.67,0.1384,2,5,20,28.78,v2_lr,0
143345,2026-09-11,江戸川,3,3664,4.69,22.6,0.2857,0.4286,7,B1,0.14,2,64,17,2.8,0.3,0.172,10,6.59,0.4167,0,43.33,1,2,5,20,24.53,v2_lr,0
143345,2026-09-11,江戸川,4,4981,5.02,25.2,0.0909,0.2727,22,B1,0.16,4,65,15,3.3,0.2,0.22,10,6.58,0.5,-0.05,15.87,0,2,5,20,9.72,v2_lr,0
143345,2026-09-11,江戸川,5,3839,3.53,11.6,0.0517,0.2414,58,B1,0.17,0,67,4,5.3,0,0.227,10,6.64,0,0.12,36.84,0.7637,2,5,20,2.47,v2_lr,0
143345,2026-09-11,江戸川,6,3956,6.23,44.3,0.2353,0.3529,17,A2,0.16,3,68,9,3,0.2,0.163,10,6.56,0.6667,-0.03,30.16,0.5204,2,5,20,7.31,v2_lr,0
143346,2026-09-11,江戸川,1,4142,5.62,32.4,0.0938,0.375,32,A2,0.18,44,87,66,3.1,0,0.166,10,6.59,0.5882,0.05,45.16,0.8193,2,5,19,34.19,v2_lr,1
143346,2026-09-11,江戸川,2,5053,3.99,21.8,0.1333,0.3,30,B1,0.17,6,58,19,4.3,0.1,0.182,10,6.67,0.1176,-0.05,38.71,0.5786,2,5,19,23.66,v2_lr,0
143346,2026-09-11,江戸川,3,4257,4.45,24.7,0.1136,0.2955,44,B1,0.15,4,58,11,3.3,0.2,0.134,10,6.52,1,0.04,50,1,2,5,19,21.33,v2_lr,0
143346,2026-09-11,江戸川,4,4179,5.77,36.2,0.0968,0.3226,31,A2,0.16,1,76,19,4.1,0.1,0.152,10,6.69,0,0.15,23.21,0,2,5,19,6.16,v2_lr,0
143346,2026-09-11,江戸川,5,5427,2.44,2.1,0,0.0417,24,B1,,0,48,2,4.9,0,0.189,10,6.57,0.7059,0.14,37.1,0.5185,2,5,19,2.65,v2_lr,0
143346,2026-09-11,江戸川,6,4598,5.41,36.9,0.28,0.52,100,B1,0.16,3,70,6,2.4,0.4,0.137,10,6.56,0.7647,0.03,43.55,0.7592,2,5,19,12.01,v2_lr,0
143347,2026-09-11,江戸川,1,5378,1.84,2.1,0.0357,0.0357,28,B2,,1,3,1,5.3,0.1,0.196,10,6.58,0.6667,0.38,37.7,0.8543,1,5,19,20.09,v2_lr,0
143347,2026-09-11,江戸川,2,5138,3.75,12.3,0.1176,0.1471,34,B1,0.27,1,43,4,3.3,0.2,0.168,10,6.68,0,0.09,41.38,1,1,5,19,19.71,v2_lr,0
143347,2026-09-11,江戸川,3,4640,6.03,41,0.1429,0.2857,7,A2,0.15,14,88,37,3.8,0.1,0.193,10,6.53,1,0.11,32.2,0.6364,1,5,19,27.19,v2_lr,1
143347,2026-09-11,江戸川,4,5315,2.53,8.3,0.0492,0.0656,61,B2,0.22,4,59,6,4.8,0,0.161,10,6.58,0.6667,0.11,27.59,0.4539,1,5,19,5.93,v2_lr,0
143347,2026-09-11,江戸川,5,3931,5.7,37.9,0.0909,0.2727,22,A2,0.16,3,48,9,3.1,0.2,0.156,10,6.53,1,0.17,40.35,0.9592,1,5,19,5.9,v2_lr,0
143347,2026-09-11,江戸川,6,4427,6.43,41.3,0.4545,0.5909,22,A1,0.15,9,69,19,2.6,0.1,0.159,10,6.58,0.6667,0.31,16.13,0,1,5,19,21.17,v2_lr,0
143348,2026-09-11,江戸川,1,4173,5.06,36.2,0.125,0.25,8,B1,0.16,33,63,41,4.5,0.1,0.17,10,6.62,0.4,0.05,27.69,0.3884,2,5,19,32.34,v2_lr,0
143348,2026-09-11,江戸川,2,4258,4.67,29.4,0.1633,0.3061,49,B1,0.16,12,74,30,4.6,0.1,0.185,10,6.68,0,0.27,19.67,0,2,5,19,20.19,v2_lr,1
143348,2026-09-11,江戸川,3,4623,4.65,24.1,0.1667,0.3056,36,B1,0.15,6,77,22,2.7,0.3,0.163,10,6.53,1,0.25,40.32,1,2,5,19,20.72,v2_lr,0
143348,2026-09-11,江戸川,4,4000,6.16,42,0.2105,0.4737,19,A2,0.17,5,83,19,2.8,0.2,0.172,10,6.59,0.6,0.08,28.57,0.431,2,5,19,18.24,v2_lr,0
143348,2026-09-11,江戸川,5,3655,5.4,32.3,0.0976,0.3902,41,B1,0.19,3,68,11,4.1,0.1,0.212,10,6.55,0.8667,0.08,37.7,0.8731,2,5,19,5.9,v2_lr,0
143348,2026-09-11,江戸川,6,3685,5.61,38.7,0.1053,0.2895,38,A2,0.13,1,69,8,3.6,0.1,0.197,10,6.58,0.6667,0.11,25.81,0.2973,2,5,19,2.61,v2_lr,0
143349,2026-09-11,江戸川,1,4880,5.42,36.8,0.0769,0.3538,65,B1,0.18,20,52,34,3.5,0.1,0.154,10,6.62,0.5625,-0.02,35.94,0.9392,2,5,19,25.08,v2_lr,0
143349,2026-09-11,江戸川,2,5279,4.94,35.9,0.2391,0.442,138,B1,0.18,15,76,30,2.7,0.3,0.127,10,6.69,0.125,0.03,30.16,0.549,2,5,19,26.73,v2_lr,0
143349,2026-09-11,江戸川,3,5120,5.14,36.3,0.0667,0.3333,15,B1,0.15,5,57,23,4.4,0.1,0.172,10,6.55,1,0.09,31.75,0.6563,2,5,19,12.46,v2_lr,0
143349,2026-09-11,江戸川,4,5087,7.08,55.6,0.3077,0.5385,13,A1,0.12,11,79,29,3,0.1,0.175,10,6.61,0.625,0.12,27.87,0.3943,2,5,19,28.57,v2_lr,1
143349,2026-09-11,江戸川,5,3944,6.41,48,0.1667,0.5,18,A1,0.15,2,56,10,3,0.2,0.178,10,6.58,0.8125,0.2,22.03,0,2,5,19,6.04,v2_lr,0
143349,2026-09-11,江戸川,6,3839,3.53,11.6,0.0517,0.2414,58,B1,0.17,0,52,1,5.3,0,0.227,10,6.71,0,0.32,36.84,1,2,5,19,1.11,v2_lr,0
143350,2026-09-11,江戸川,1,3850,5.03,32.7,0.1731,0.2308,52,B1,0.15,29,57,40,3.1,0.2,0.131,10,6.54,1,0.05,47.46,1,2,5,19,40.11,v2_lr,0
143350,2026-09-11,江戸川,2,4179,5.77,36.2,0.0968,0.3226,31,A2,0.16,11,73,26,4.1,0.1,0.152,10,6.64,0.2308,0.58,23.21,0.0106,2,5,19,14.97,v2_lr,0
143350,2026-09-11,江戸川,3,5071,4.83,25,0.1852,0.2593,27,B1,0.13,6,60,18,3.8,0.1,0.131,10,6.67,0,0,39.34,0.6687,2,5,19,21.04,v2_lr,0
143350,2026-09-11,江戸川,4,4438,4.95,32.5,0.1983,0.3362,116,B1,0.13,22,85,38,2.7,0.4,0.109,10,6.62,0.3846,0.12,22.95,0,2,5,19,14.88,v2_lr,1
143350,2026-09-11,江戸川,5,3859,4.56,27.2,0,0.25,8,B1,0.15,2,47,4,3.9,0.1,0.137,10,6.65,0.1538,-0.02,29.69,0.275,2,5,19,4.58,v2_lr,0
143350,2026-09-11,江戸川,6,4583,5.13,28,0.1525,0.3729,59,B1,0.14,0,71,4,3.5,0,0.186,10,6.6,0.5385,0.12,36.21,0.541,2,5,19,4.42,v2_lr,0
143351,2026-09-11,江戸川,1,5315,2.53,8.3,0.0492,0.0656,61,B2,0.22,3,32,9,4.8,0,0.161,10,6.63,0.7,-0.05,27.59,0.4788,2,5,19,27.2,v2_lr,0
143351,2026-09-11,江戸川,2,4981,5.02,25.2,0.0909,0.2727,22,B1,0.16,8,65,25,3.3,0.2,0.22,10,6.7,0,0.12,15.87,0,2,5,19,20.24,v2_lr,1
143351,2026-09-11,江戸川,3,4004,5.25,31,0.2667,0.4,15,B1,0.18,5,62,16,4,0.2,0.177,10,6.65,0.5,0.08,31.75,0.6487,2,5,19,29.51,v2_lr,0
143351,2026-09-11,江戸川,4,5427,2.44,2.1,0,0.0417,24,B1,,0,24,0,4.9,0,0.189,10,6.63,0.7,0.08,37.1,0.8672,2,5,19,5.41,v2_lr,0
143351,2026-09-11,江戸川,5,4888,4.89,25.7,0.25,0.4375,16,B1,0.18,6,74,16,3,0.3,0.167,10,6.63,0.7,0.04,31.75,0.6487,2,5,19,13.76,v2_lr,0
143351,2026-09-11,江戸川,6,3931,5.7,37.9,0.0909,0.2727,22,A2,0.16,2,69,6,3.1,0.2,0.156,10,6.6,1,0.07,40.35,1,2,5,19,3.88,v2_lr,0
143352,2026-09-11,江戸川,1,3857,4.63,25.8,0.1333,0.3333,15,B1,0.19,10,31,15,2.9,0.3,0.183,10,6.71,0.2143,0.02,52.46,1,4,5,19,37.15,v2_lr,0
143352,2026-09-11,江戸川,2,4407,5.09,26.2,0.0822,0.3014,73,B1,0.16,9,86,32,4.1,0,0.145,10,6.74,0,0.01,30.65,0.1816,4,5,19,20.17,v2_lr,0
143352,2026-09-11,江戸川,3,5378,1.84,2.1,0.0357,0.0357,28,B2,,0,4,0,5.3,0.1,0.196,10,6.6,1,0.05,37.7,0.4462,4,5,19,13.57,v2_lr,0
143352,2026-09-11,江戸川,4,4173,5.06,36.2,0.125,0.25,8,B1,0.16,2,74,16,4.5,0.1,0.17,10,6.7,0.2857,0.07,27.69,0.0705,4,5,19,15.87,v2_lr,1
143352,2026-09-11,江戸川,5,3685,5.61,38.7,0.1053,0.2895,38,A2,0.13,5,66,17,3.6,0.1,0.197,10,6.7,0.2857,0.11,25.81,0,4,5,19,4.67,v2_lr,0
143352,2026-09-11,江戸川,6,4189,6.64,47,0.2857,0.2857,21,A1,0.15,9,82,20,2.8,0.3,0.233,10,6.72,0.1429,0.25,38.6,0.4799,4,5,19,8.57,v2_lr,0
143353,2026-09-11,江戸川,1,3303,5.27,31.5,0.181,0.4095,105,B1,0.2,35,85,59,3.9,0,0.221,10,6.69,0.1667,-0.02,19.67,0,4,5,20,27.63,v2_lr,0
143353,2026-09-11,江戸川,2,3655,5.4,32.3,0.0976,0.3902,41,B1,0.19,3,85,28,4.1,0.1,0.212,10,6.71,0,0.06,37.7,0.947,4,5,20,16.06,v2_lr,0
143353,2026-09-11,江戸川,3,5087,7.08,55.6,0.3077,0.5385,13,A1,0.12,19,68,37,3,0.1,0.175,10,6.59,1,-0.09,27.87,0.4307,4,5,20,34.07,v2_lr,1
143353,2026-09-11,江戸川,4,4640,6.03,41,0.1429,0.2857,7,A2,0.15,8,86,28,3.8,0.1,0.193,10,6.65,0.5,0.04,32.2,0.6581,4,5,20,15.62,v2_lr,0
143353,2026-09-11,江戸川,5,5053,3.99,21.8,0.1333,0.3,30,B1,0.17,3,62,8,4.3,0.1,0.182,10,6.66,0.4167,0.15,38.71,1,4,5,20,4.8,v2_lr,0
143353,2026-09-11,江戸川,6,4880,5.42,36.8,0.0769,0.3538,65,B1,0.18,0,56,5,3.5,0.1,0.154,10,6.65,0.5,0.21,35.94,0.8545,4,5,20,1.8,v2_lr,0
143354,2026-09-11,江戸川,1,4598,5.41,36.9,0.28,0.52,100,B1,0.16,49,79,65,2.4,0.4,0.137,10,6.63,0.625,0.27,43.55,0.8462,3,5,20,34.49,v2_lr,0
143354,2026-09-11,江戸川,2,3944,6.41,48,0.1667,0.5,18,A1,0.15,10,70,42,3,0.2,0.178,10,6.66,0.25,0.14,22.03,0,3,5,20,19.65,v2_lr,0
143354,2026-09-11,江戸川,3,4000,6.16,42,0.2105,0.4737,19,A2,0.17,19,95,43,2.8,0.2,0.172,10,6.61,0.875,0.05,28.57,0.2572,3,5,20,25.07,v2_lr,1
143354,2026-09-11,江戸川,4,3664,4.69,22.6,0.2857,0.4286,7,B1,0.14,8,60,13,2.8,0.3,0.172,10,6.68,0,0.26,43.33,0.8376,3,5,20,12.3,v2_lr,0
143354,2026-09-11,江戸川,5,5138,3.75,12.3,0.1176,0.1471,34,B1,0.27,0,39,2,3.3,0.2,0.168,10,6.68,0,0.31,41.38,0.7609,3,5,20,3.23,v2_lr,0
143354,2026-09-11,江戸川,6,3850,5.03,32.7,0.1731,0.2308,52,B1,0.15,1,52,1,3.1,0.2,0.131,10,6.6,1,0.16,47.46,1,3,5,20,5.26,v2_lr,0
143355,2026-09-11,江戸川,1,4427,6.43,41.3,0.4545,0.5909,22,A1,0.15,88,113,104,2.6,0.1,0.159,10,6.68,0.2857,-0.03,16.13,0,2,5,20,34.42,v2_lr,1
